Fe,C,Si,Mn,Cr,Ni,Mo,P,S,test_temperature_C,impact_energy_J,KCV_J_cm2,transition_temp_C,ductile_fraction_percent,specimen_type
92.25,0.074,0.22,1.74,4.7,0.28,0.7,0.016,0.0141,-20,17.7,22.1,79.3,0.1,Charpy_V
94.75,0.422,0.51,1.74,1.47,0.18,0.88,0.0298,0.0142,-20,4.0,5.0,133.4,0.0,Charpy_V
91.2,0.419,0.78,1.22,2.59,3.59,0.17,0.0187,0.0087,-20,4.0,5.0,103.6,0.0,Charpy_V
94.43,0.126,0.38,1.09,3.21,0.01,0.71,0.0264,0.0161,-20,4.0,5.0,118.4,0.0,Charpy_V
90.42,0.747,0.84,0.73,2.99,3.33,0.9,0.0214,0.019,-20,4.0,5.0,118.6,0.0,Charpy_V
94.23,0.362,0.92,1.93,0.85,1.41,0.27,0.008,0.0171,-40,4.0,5.0,83.7,0.0,Charpy_V
93.7,0.22,0.28,1.5,2.61,1.17,0.48,0.0188,0.0223,-20,7.7,9.6,87.4,0.1,Charpy_V
92.8,0.246,0.83,1.69,2.29,1.5,0.6,0.0293,0.0066,-40,4.0,5.0,134.3,0.0,Charpy_V
92.37,0.655,0.48,0.74,0.59,4.26,0.88,0.013,0.0205,-40,4.0,5.0,75.8,0.0,Charpy_V
97.57,0.328,0.75,0.74,0.29,0.28,0.01,0.0061,0.0265,100,4.0,5.0,75.4,83.7,Charpy_V
90.26,0.797,0.12,1.74,3.48,3.2,0.36,0.0163,0.0261,100,4.0,5.0,74.6,84.4,Charpy_V
94.95,0.591,0.97,1.69,0.18,1.58,0.03,0.0062,0.007,0,4.0,5.0,81.4,0.4,Charpy_V
92.63,0.293,0.74,1.14,4.64,0.42,0.07,0.0322,0.0217,20,4.0,5.0,143.7,0.0,Charpy_V
93.31,0.325,0.48,0.85,2.79,1.94,0.26,0.0321,0.0127,0,7.1,8.9,124.0,0.0,Charpy_V
93.81,0.376,0.31,1.58,3.69,0.11,0.06,0.0327,0.0272,0,4.0,5.0,130.9,0.0,Charpy_V
92.04,0.694,0.24,1.77,0.43,4.53,0.26,0.0233,0.009,0,4.0,5.0,92.4,0.2,Charpy_V
92.9,0.114,0.62,0.89,4.26,0.91,0.28,0.0103,0.0191,100,57.0,71.2,75.9,83.3,Charpy_V
92.8,0.5,0.87,0.44,0.53,4.32,0.5,0.0132,0.0235,0,9.2,11.5,91.5,0.2,Charpy_V
91.43,0.567,0.81,0.78,1.44,4.32,0.61,0.012,0.0181,-40,5.1,6.4,86.2,0.0,Charpy_V
95.32,0.082,0.37,1.45,0.75,1.11,0.88,0.0252,0.0175,-20,4.0,5.0,102.8,0.0,Charpy_V
93.57,0.306,0.62,0.56,2.41,2.04,0.48,0.0082,0.0077,-20,4.0,5.0,67.1,0.3,Charpy_V
94.01,0.494,0.4,1.07,0.24,3.1,0.66,0.008,0.0246,-40,4.0,5.0,56.4,0.2,Charpy_V
91.53,0.651,0.4,0.67,2.86,3.45,0.39,0.0305,0.029,-20,4.0,5.0,117.1,0.0,Charpy_V
91.74,0.647,0.51,0.61,3.29,2.98,0.17,0.0312,0.0264,-20,5.5,6.8,124.9,0.0,Charpy_V
92.73,0.526,0.27,0.78,4.58,0.92,0.17,0.0194,0.0073,20,11.3,14.1,95.1,0.7,Charpy_V
95.62,0.592,0.81,0.95,1.23,0.12,0.63,0.0289,0.0272,20,4.0,5.0,148.4,0.0,Charpy_V
94.8,0.746,0.28,1.17,1.07,0.94,0.95,0.0295,0.0053,0,4.0,5.0,121.6,0.0,Charpy_V
89.35,0.328,0.77,1.77,3.73,3.23,0.77,0.0272,0.0169,-40,4.0,5.0,122.3,0.0,Charpy_V
92.5,0.306,0.35,0.37,1.1,4.51,0.84,0.01,0.0142,-20,4.0,5.0,54.3,0.7,Charpy_V
92.7,0.23,0.29,1.24,4.53,0.36,0.6,0.0281,0.0079,-20,5.4,6.8,114.9,0.0,Charpy_V
96.39,0.325,0.35,0.64,0.99,0.65,0.61,0.0256,0.0226,0,4.0,5.0,111.6,0.1,Charpy_V
90.25,0.678,0.31,1.54,2.03,4.52,0.63,0.0343,0.0111,-20,4.0,5.0,117.9,0.0,Charpy_V
88.91,0.318,0.66,0.6,3.8,4.89,0.79,0.0235,0.0162,20,4.0,5.0,104.2,0.4,Charpy_V
90.5,0.401,0.49,1.68,4.77,1.64,0.48,0.0262,0.0274,-20,8.3,10.4,115.0,0.0,Charpy_V
87.87,0.682,0.34,1.1,4.21,4.98,0.79,0.0057,0.0142,20,5.5,6.9,41.6,19.2,Charpy_V
92.77,0.681,0.33,1.36,0.3,3.54,0.97,0.0308,0.0184,100,6.5,8.2,115.0,27.0,Charpy_V
91.43,0.758,0.29,1.65,1.35,4.38,0.1,0.0103,0.023,-40,4.0,5.0,60.2,0.1,Charpy_V
93.81,0.766,0.88,1.69,1.07,0.95,0.81,0.0105,0.0176,100,4.0,5.0,99.5,50.9,Charpy_V
92.23,0.316,0.76,1.32,4.57,0.73,0.06,0.021,0.005,-20,4.0,5.0,118.4,0.0,Charpy_V
89.0,0.6,0.71,0.89,3.8,4.22,0.74,0.0283,0.014,100,10.7,13.4,123.3,17.5,Charpy_V
96.72,0.256,0.19,0.7,1.79,0.18,0.14,0.0147,0.0128,100,23.1,28.9,80.5,78.6,Charpy_V
90.0,0.671,0.59,1.2,4.49,2.54,0.47,0.0232,0.018,100,7.4,9.3,113.2,29.3,Charpy_V
93.17,0.267,0.17,1.13,0.79,3.69,0.74,0.0303,0.0144,-20,4.0,5.0,99.4,0.0,Charpy_V
91.26,0.382,0.22,1.0,4.09,2.91,0.09,0.015,0.0295,0,13.5,16.8,70.2,0.9,Charpy_V
93.33,0.568,0.2,1.13,3.51,0.44,0.79,0.0117,0.0176,0,4.0,5.0,74.4,0.7,Charpy_V
91.35,0.3,0.94,1.98,1.68,2.96,0.77,0.0087,0.0227,20,4.0,5.0,79.9,1.8,Charpy_V
93.43,0.184,0.85,0.5,2.84,1.7,0.47,0.014,0.0115,-20,9.5,11.8,95.9,0.0,Charpy_V
92.45,0.706,0.45,1.68,1.29,3.3,0.1,0.0056,0.0074,-20,5.6,7.0,50.9,0.9,Charpy_V
90.61,0.582,0.48,0.43,3.76,3.81,0.27,0.0325,0.0241,-20,4.0,5.0,122.5,0.0,Charpy_V
96.08,0.27,0.3,0.98,0.13,2.01,0.22,0.0129,0.0071,100,36.2,45.2,68.7,88.9,Charpy_V
94.02,0.444,0.21,0.7,3.92,0.18,0.49,0.0209,0.0222,-40,4.0,5.0,101.1,0.0,Charpy_V
91.4,0.373,0.98,1.09,3.39,2.46,0.27,0.0082,0.0265,100,9.4,11.8,82.5,76.2,Charpy_V
90.14,0.798,0.99,0.9,2.52,4.52,0.09,0.0186,0.0144,0,9.2,11.4,115.1,0.0,Charpy_V
95.03,0.417,0.89,0.75,1.12,1.24,0.54,0.0137,0.0087,100,5.4,6.8,103.4,44.3,Charpy_V
91.28,0.37,0.1,1.34,4.76,1.28,0.82,0.0187,0.0211,20,4.0,5.0,81.5,1.6,Charpy_V
88.74,0.384,0.94,1.42,4.38,3.79,0.31,0.0266,0.0099,0,4.0,5.0,127.8,0.0,Charpy_V
94.59,0.456,0.66,1.68,1.06,0.68,0.86,0.0084,0.0072,100,13.3,16.6,79.6,79.6,Charpy_V
91.44,0.321,0.7,1.25,2.74,2.55,0.94,0.033,0.014,100,4.0,5.0,133.1,9.9,Charpy_V
92.08,0.762,0.2,0.71,4.73,0.75,0.74,0.005,0.0208,100,5.3,6.6,48.7,96.8,Charpy_V
92.43,0.093,0.2,0.77,1.1,4.37,0.99,0.0295,0.0232,100,30.0,37.5,92.5,62.2,Charpy_V
95.11,0.563,0.55,0.88,1.66,0.29,0.9,0.0281,0.0206,-40,4.0,5.0,132.9,0.0,Charpy_V
89.4,0.579,0.44,1.96,3.35,3.3,0.92,0.0349,0.0099,20,4.0,5.0,127.1,0.1,Charpy_V
92.79,0.704,0.88,0.89,2.15,2.09,0.44,0.0317,0.0112,100,4.0,5.0,146.1,4.4,Charpy_V
91.59,0.417,0.99,0.78,2.64,3.41,0.13,0.0156,0.025,100,13.1,16.4,105.0,41.8,Charpy_V
93.04,0.3,0.12,0.54,0.9,4.05,0.99,0.031,0.0209,100,12.2,15.2,98.4,52.6,Charpy_V
90.16,0.588,0.49,1.77,3.45,3.29,0.22,0.0172,0.0158,0,4.0,5.0,90.4,0.2,Charpy_V
96.13,0.704,0.46,0.32,1.42,0.68,0.25,0.0159,0.0219,20,6.6,8.2,98.3,0.5,Charpy_V
87.03,0.185,0.52,1.44,4.82,5.0,0.95,0.0265,0.0237,-40,4.0,5.0,101.6,0.0,Charpy_V
92.19,0.697,0.96,1.06,2.08,2.3,0.66,0.0283,0.0268,0,4.0,5.0,141.7,0.0,Charpy_V
95.78,0.626,0.68,1.31,0.91,0.17,0.49,0.0346,0.0099,-20,4.0,5.0,153.8,0.0,Charpy_V
92.74,0.33,0.52,0.63,3.84,1.57,0.34,0.0126,0.0159,0,4.0,5.0,80.4,0.5,Charpy_V
93.03,0.419,0.11,0.96,0.27,4.48,0.67,0.0288,0.0167,-20,4.0,5.0,94.6,0.0,Charpy_V
92.79,0.757,0.48,1.08,2.95,0.99,0.93,0.018,0.0092,-20,4.0,5.0,103.5,0.0,Charpy_V
92.56,0.146,0.58,0.31,3.55,2.31,0.53,0.0129,0.0095,20,4.0,5.0,76.7,2.2,Charpy_V
91.7,0.274,0.95,1.97,4.12,0.38,0.56,0.017,0.0252,20,4.0,5.0,118.4,0.1,Charpy_V
89.01,0.503,0.67,1.07,3.6,4.34,0.78,0.0122,0.013,-20,4.0,5.0,79.8,0.1,Charpy_V
90.48,0.122,0.46,1.9,4.54,2.33,0.14,0.0103,0.0144,100,74.8,93.6,62.5,92.4,Charpy_V
91.04,0.486,0.36,1.62,3.88,2.46,0.1,0.0326,0.0217,0,4.0,5.0,120.6,0.0,Charpy_V
91.47,0.535,0.42,1.93,0.65,4.95,0.01,0.0186,0.0113,-40,4.0,5.0,85.1,0.0,Charpy_V
92.57,0.373,0.35,1.41,0.98,3.52,0.77,0.0087,0.0213,20,4.0,5.0,53.6,9.6,Charpy_V
91.77,0.277,0.69,0.4,4.05,2.33,0.45,0.0118,0.0173,-40,4.0,5.0,81.5,0.0,Charpy_V
93.57,0.248,0.23,0.57,4.33,0.62,0.38,0.015,0.0266,-40,11.0,13.8,78.7,0.0,Charpy_V
91.52,0.208,0.51,1.99,1.81,3.27,0.64,0.0286,0.0228,0,4.0,5.0,111.2,0.1,Charpy_V
92.08,0.223,0.53,0.39,3.4,2.71,0.65,0.0133,0.012,20,4.0,5.0,76.5,2.3,Charpy_V
96.22,0.106,0.48,0.6,0.52,1.31,0.74,0.0072,0.0162,0,4.0,5.0,55.4,2.4,Charpy_V
93.56,0.283,0.11,1.55,0.03,4.36,0.06,0.0246,0.0144,0,4.0,5.0,83.4,0.4,Charpy_V
92.18,0.464,0.63,1.62,1.53,2.64,0.9,0.007,0.0276,-40,4.0,5.0,63.7,0.1,Charpy_V
94.36,0.637,0.31,1.49,0.33,2.49,0.33,0.0244,0.0272,100,4.0,5.0,103.2,44.6,Charpy_V
95.35,0.736,0.11,0.66,1.17,1.63,0.28,0.0227,0.0271,20,4.5,5.6,95.7,0.6,Charpy_V
90.01,0.524,0.3,0.91,3.95,3.69,0.58,0.0093,0.0251,-20,4.0,5.0,55.6,0.6,Charpy_V
96.33,0.384,0.37,0.88,0.04,1.49,0.47,0.0102,0.0251,-40,12.2,15.2,67.6,0.1,Charpy_V
92.58,0.531,0.83,1.85,1.15,2.94,0.08,0.0086,0.0214,-20,14.0,17.5,78.9,0.1,Charpy_V
95.7,0.409,0.79,0.91,1.31,0.56,0.27,0.0348,0.0214,20,4.0,5.0,151.8,0.0,Charpy_V
88.85,0.627,0.67,1.73,2.43,4.86,0.8,0.017,0.0145,-20,4.0,5.0,94.1,0.0,Charpy_V
93.24,0.563,0.66,1.59,2.8,0.8,0.32,0.0217,0.0055,20,4.0,5.0,119.5,0.1,Charpy_V
93.82,0.182,0.83,1.42,1.67,1.88,0.16,0.0301,0.0177,-20,8.8,11.0,132.3,0.0,Charpy_V
91.48,0.74,0.61,0.93,2.01,4.19,0.03,0.0053,0.0062,20,7.5,9.4,54.3,9.2,Charpy_V
89.34,0.292,0.49,0.45,4.99,3.78,0.62,0.0226,0.0176,-20,13.6,17.0,97.4,0.0,Charpy_V
90.21,0.401,0.63,1.77,4.17,2.13,0.65,0.0139,0.0208,-40,4.0,5.0,88.7,0.0,Charpy_V
92.1,0.686,0.96,1.76,3.39,1.0,0.07,0.0064,0.0203,-20,4.0,5.0,86.0,0.1,Charpy_V
92.55,0.208,0.46,1.38,0.13,4.95,0.3,0.0237,0.0121,20,4.0,5.0,93.6,0.7,Charpy_V
88.9,0.428,0.94,0.65,3.44,4.95,0.67,0.0071,0.0197,-40,4.0,5.0,69.8,0.1,Charpy_V
90.42,0.245,0.53,1.59,2.2,4.76,0.22,0.0116,0.0201,100,70.1,87.6,65.8,90.7,Charpy_V
92.2,0.789,0.42,0.39,0.97,4.49,0.7,0.0287,0.0081,20,4.0,5.0,113.2,0.2,Charpy_V
91.96,0.134,0.87,0.66,3.22,2.58,0.54,0.0109,0.0209,20,5.8,7.2,81.9,1.6,Charpy_V
90.36,0.525,0.95,0.47,3.99,3.35,0.31,0.0214,0.0211,0,5.9,7.4,119.8,0.0,Charpy_V
96.32,0.19,0.19,0.47,1.47,0.77,0.54,0.0181,0.0273,-40,6.6,8.2,83.1,0.0,Charpy_V
96.27,0.38,0.85,1.14,0.53,0.74,0.05,0.0109,0.0273,-20,4.0,5.0,95.2,0.0,Charpy_V
90.63,0.516,0.45,0.67,4.63,2.57,0.48,0.0349,0.0146,0,4.0,5.0,128.8,0.0,Charpy_V
94.69,0.121,0.98,1.02,0.01,2.5,0.62,0.0283,0.0286,100,5.4,6.7,131.2,11.1,Charpy_V
93.59,0.462,0.8,1.0,0.46,3.09,0.56,0.0336,0.0091,20,4.0,5.0,139.3,0.0,Charpy_V
89.71,0.408,0.46,1.13,4.7,3.29,0.29,0.0102,0.0155,100,31.1,38.9,64.9,91.2,Charpy_V
93.54,0.464,0.6,1.17,1.82,2.23,0.11,0.03,0.0272,-20,7.1,8.9,126.5,0.0,Charpy_V
96.06,0.57,0.44,0.71,0.36,0.83,0.99,0.0172,0.0275,-40,4.0,5.0,98.5,0.0,Charpy_V
87.5,0.77,0.18,1.31,4.6,4.75,0.85,0.0307,0.0213,0,4.0,5.0,105.9,0.1,Charpy_V
88.45,0.748,0.48,0.69,3.95,4.74,0.92,0.0121,0.0218,-40,4.0,5.0,73.1,0.1,Charpy_V
93.17,0.279,0.24,1.36,2.93,1.69,0.3,0.0154,0.0172,-40,4.0,5.0,75.1,0.0,Charpy_V
90.81,0.665,0.85,1.88,2.09,2.76,0.91,0.0145,0.0249,20,7.9,9.8,101.5,0.4,Charpy_V
93.5,0.244,0.34,1.88,3.29,0.57,0.14,0.0132,0.0198,100,25.5,31.9,78.4,80.9,Charpy_V
90.16,0.552,0.84,1.08,4.67,2.4,0.25,0.0228,0.0215,0,4.0,5.0,122.1,0.0,Charpy_V
94.27,0.366,0.5,0.49,3.2,1.05,0.08,0.0349,0.0117,20,8.1,10.1,135.4,0.0,Charpy_V
94.56,0.129,0.59,0.77,3.63,0.0,0.28,0.0254,0.0187,-20,4.0,5.0,125.8,0.0,Charpy_V
90.05,0.663,0.59,1.86,2.43,3.95,0.41,0.0181,0.0262,0,21.6,27.0,96.2,0.2,Charpy_V
97.55,0.402,0.14,0.88,0.31,0.59,0.09,0.0097,0.0253,-40,4.0,5.0,61.4,0.1,Charpy_V
95.92,0.224,0.41,1.44,1.6,0.21,0.17,0.0128,0.0094,20,4.0,5.0,83.4,1.4,Charpy_V
88.84,0.463,0.69,0.94,3.91,4.55,0.57,0.0164,0.0224,-40,20.2,25.3,91.4,0.0,Charpy_V
94.39,0.488,0.32,1.65,2.48,0.04,0.59,0.0289,0.0113,0,4.0,5.0,127.5,0.0,Charpy_V
94.51,0.588,0.47,0.4,1.52,1.57,0.9,0.0345,0.0102,100,6.3,7.8,133.9,9.4,Charpy_V
93.05,0.783,0.47,0.89,0.55,3.77,0.45,0.0242,0.0177,100,4.0,5.0,107.5,37.8,Charpy_V
89.93,0.694,0.83,1.64,3.85,2.3,0.73,0.0166,0.0075,100,4.0,5.0,108.7,36.0,Charpy_V
93.02,0.169,0.45,0.81,3.0,1.81,0.71,0.0204,0.028,100,10.9,13.6,94.4,59.3,Charpy_V
93.78,0.216,0.43,1.03,1.7,2.02,0.8,0.0117,0.0168,20,4.0,5.0,69.7,3.5,Charpy_V
96.16,0.431,0.2,0.78,1.62,0.41,0.36,0.0199,0.0158,-20,6.1,7.7,95.7,0.0,Charpy_V
93.65,0.431,0.1,0.67,4.61,0.09,0.39,0.0287,0.026,100,4.0,5.0,115.2,26.7,Charpy_V
91.49,0.766,0.71,0.46,3.74,1.88,0.92,0.0136,0.0168,0,6.3,7.9,97.4,0.2,Charpy_V
95.02,0.261,0.14,1.35,0.28,2.53,0.38,0.0193,0.0091,-20,4.0,5.0,77.2,0.2,Charpy_V
94.74,0.405,0.91,0.95,2.63,0.02,0.31,0.031,0.0133,-40,4.0,5.0,157.0,0.0,Charpy_V
89.64,0.754,0.97,1.17,2.35,4.5,0.6,0.013,0.0156,0,4.0,5.0,98.0,0.1,Charpy_V
97.33,0.189,0.37,0.89,0.94,0.06,0.17,0.0292,0.0186,-20,4.0,5.0,123.8,0.0,Charpy_V
96.24,0.351,0.8,0.82,0.25,0.9,0.61,0.0055,0.0248,0,4.0,5.0,70.0,0.9,Charpy_V
90.4,0.479,0.48,0.33,3.1,4.4,0.77,0.0344,0.0085,100,4.0,5.0,123.2,17.6,Charpy_V
90.27,0.567,0.5,1.82,3.59,3.17,0.07,0.0103,0.0157,0,4.0,5.0,69.8,0.9,Charpy_V
90.4,0.215,0.77,0.77,4.91,2.7,0.19,0.0308,0.013,-20,4.0,5.0,129.1,0.0,Charpy_V
92.07,0.284,0.61,0.32,3.56,2.42,0.7,0.0184,0.0169,100,10.3,12.8,96.9,55.2,Charpy_V
93.53,0.66,0.41,1.68,2.32,0.51,0.85,0.0214,0.0201,-20,4.0,5.0,111.3,0.0,Charpy_V
95.97,0.651,0.23,0.38,0.47,1.47,0.81,0.0146,0.0096,100,5.3,6.6,79.5,79.7,Charpy_V
94.69,0.143,0.52,1.45,1.84,0.87,0.45,0.0279,0.0069,0,10.6,13.3,118.5,0.0,Charpy_V
94.79,0.144,0.97,1.62,1.49,0.21,0.71,0.027,0.0291,-20,4.0,5.0,141.8,0.0,Charpy_V
89.5,0.439,0.69,1.99,3.88,2.7,0.77,0.0193,0.0128,20,4.0,5.0,104.2,0.4,Charpy_V
89.75,0.77,0.16,1.15,4.6,3.04,0.5,0.0273,0.0138,-20,4.0,5.0,102.9,0.0,Charpy_V
88.94,0.096,0.68,1.7,4.54,3.73,0.28,0.023,0.0085,0,4.0,5.0,101.8,0.1,Charpy_V
93.11,0.561,0.68,0.45,3.72,1.04,0.39,0.0285,0.0286,-40,4.1,5.1,133.7,0.0,Charpy_V
88.78,0.44,0.55,1.69,4.97,3.17,0.38,0.0116,0.01,20,4.0,5.0,74.8,2.5,Charpy_V
92.39,0.521,0.56,1.12,3.16,1.55,0.64,0.0252,0.0259,-40,4.0,5.0,118.3,0.0,Charpy_V
91.3,0.298,0.92,0.48,3.72,2.9,0.36,0.0074,0.0201,-20,4.0,5.0,74.1,0.2,Charpy_V
95.14,0.261,0.16,0.8,1.47,1.78,0.37,0.0179,0.0073,-40,4.0,5.0,77.6,0.0,Charpy_V
90.85,0.602,0.4,1.34,1.54,4.92,0.32,0.0232,0.0105,-20,4.8,5.9,96.8,0.0,Charpy_V
89.38,0.218,0.77,0.54,4.11,3.97,0.97,0.0095,0.0277,-20,10.2,12.7,70.4,0.2,Charpy_V
92.25,0.455,0.79,0.36,3.47,2.17,0.44,0.0322,0.0265,100,4.0,5.0,139.2,6.8,Charpy_V
91.2,0.783,0.75,1.11,3.76,2.34,0.02,0.0213,0.0206,0,4.0,5.0,118.2,0.0,Charpy_V
94.06,0.378,0.47,0.55,2.19,1.95,0.38,0.0116,0.0074,-40,4.0,5.0,74.4,0.0,Charpy_V
94.64,0.051,0.88,0.32,0.04,3.06,0.97,0.0307,0.0113,-40,4.0,5.0,127.0,0.0,Charpy_V
94.8,0.52,0.84,0.92,2.16,0.58,0.15,0.0221,0.0076,0,4.0,5.0,129.0,0.0,Charpy_V
93.35,0.084,0.55,1.88,0.12,3.15,0.84,0.0144,0.0083,-20,4.0,5.0,75.1,0.2,Charpy_V
90.03,0.533,0.6,0.69,4.16,3.68,0.28,0.0276,0.0111,20,4.0,5.0,117.6,0.1,Charpy_V
95.81,0.05,0.12,0.43,1.85,1.53,0.16,0.0205,0.0293,20,4.0,5.0,77.1,2.2,Charpy_V
92.28,0.609,0.98,1.62,4.3,0.03,0.12,0.0218,0.0294,0,4.0,5.0,142.7,0.0,Charpy_V
87.8,0.598,0.69,1.39,4.55,4.74,0.18,0.0198,0.0285,20,4.0,5.0,101.9,0.4,Charpy_V
93.07,0.225,0.19,1.32,3.5,0.98,0.67,0.032,0.0111,100,7.5,9.4,113.7,28.6,Charpy_V
91.98,0.229,0.84,1.1,3.5,1.51,0.82,0.0129,0.0141,-40,12.7,15.9,94.0,0.0,Charpy_V
94.33,0.463,0.41,0.71,0.17,3.63,0.23,0.0232,0.0279,20,4.0,5.0,98.7,0.5,Charpy_V
92.94,0.288,0.63,1.42,2.74,1.36,0.59,0.015,0.0106,100,23.2,28.9,92.9,61.6,Charpy_V
93.03,0.286,0.4,1.82,0.71,2.92,0.78,0.0132,0.0261,-20,4.0,5.0,71.3,0.2,Charpy_V
90.01,0.179,0.88,1.01,4.82,2.92,0.14,0.0214,0.0298,100,4.0,5.0,111.8,31.3,Charpy_V
93.99,0.629,0.33,1.49,2.55,0.82,0.14,0.0187,0.0228,-20,4.0,5.0,98.4,0.0,Charpy_V
92.79,0.683,0.13,0.92,0.36,4.6,0.48,0.0145,0.0173,0,8.4,10.5,64.6,1.3,Charpy_V
90.95,0.489,0.75,0.92,2.48,3.65,0.73,0.0177,0.0186,20,11.5,14.3,100.7,0.5,Charpy_V
91.03,0.638,0.2,1.19,4.8,1.81,0.29,0.023,0.0105,100,14.8,18.5,98.3,52.8,Charpy_V
92.51,0.651,0.33,0.31,2.12,3.44,0.62,0.0184,0.0125,0,6.3,7.9,86.8,0.3,Charpy_V
95.39,0.582,0.34,0.47,0.0,2.98,0.21,0.0054,0.014,100,11.4,14.2,44.3,97.6,Charpy_V
96.6,0.567,0.87,0.55,0.37,0.06,0.96,0.014,0.0165,20,4.0,5.0,116.0,0.2,Charpy_V
91.4,0.452,1.0,1.05,2.76,2.51,0.8,0.013,0.0093,20,9.0,11.2,101.2,0.4,Charpy_V
93.37,0.362,0.92,1.4,2.82,0.35,0.73,0.0256,0.021,20,4.0,5.0,139.9,0.0,Charpy_V
90.4,0.164,0.99,1.57,2.07,4.68,0.09,0.0076,0.0221,0,4.0,5.0,69.7,1.0,Charpy_V
92.32,0.738,0.86,0.82,4.44,0.21,0.55,0.0331,0.0264,-20,4.0,5.0,159.5,0.0,Charpy_V
91.87,0.436,0.64,0.36,2.07,4.15,0.44,0.0101,0.0289,-40,4.0,5.0,70.4,0.1,Charpy_V
92.55,0.638,0.74,0.76,0.24,4.89,0.15,0.0299,0.0099,20,4.0,5.0,126.6,0.1,Charpy_V
93.6,0.476,0.84,0.37,2.48,1.98,0.21,0.0163,0.0296,-40,4.0,5.0,106.4,0.0,Charpy_V
93.1,0.092,0.4,1.39,0.84,3.16,0.97,0.0309,0.0139,0,15.4,19.2,107.8,0.1,Charpy_V
87.83,0.659,0.69,1.96,4.1,3.89,0.85,0.0134,0.0158,20,4.0,5.0,87.8,1.1,Charpy_V
90.8,0.385,0.21,1.89,4.72,1.27,0.7,0.0111,0.0148,20,4.3,5.4,64.6,4.9,Charpy_V
93.98,0.766,0.31,1.78,1.41,1.23,0.5,0.0071,0.0146,-40,12.7,15.8,60.1,0.1,Charpy_V
93.69,0.308,0.15,0.99,1.19,2.86,0.78,0.0196,0.0133,20,4.0,5.0,78.3,2.0,Charpy_V
91.59,0.081,0.47,1.77,4.85,0.42,0.78,0.0128,0.0145,100,59.6,74.4,79.6,79.6,Charpy_V
94.13,0.337,0.22,1.17,1.69,1.76,0.64,0.0316,0.019,-20,5.4,6.8,112.7,0.0,Charpy_V
90.06,0.621,0.33,0.56,2.77,4.77,0.88,0.0082,0.0064,20,8.3,10.4,51.2,11.1,Charpy_V
90.42,0.746,0.3,1.52,3.05,3.67,0.26,0.0258,0.0152,20,4.0,5.0,103.7,0.4,Charpy_V
90.97,0.294,0.53,1.91,3.46,1.8,1.0,0.0154,0.0253,100,21.7,27.1,87.7,69.5,Charpy_V
91.82,0.592,0.7,0.48,4.97,0.81,0.6,0.0125,0.0092,100,5.6,7.0,96.7,55.5,Charpy_V
92.37,0.492,0.62,0.49,1.76,4.06,0.17,0.0315,0.008,-20,4.0,5.0,124.7,0.0,Charpy_V
91.07,0.636,0.4,1.07,3.14,3.12,0.52,0.0149,0.0217,20,4.0,5.0,81.3,1.6,Charpy_V
90.72,0.552,0.78,1.63,3.27,2.39,0.65,0.0091,0.0102,0,4.0,5.0,80.5,0.5,Charpy_V
95.11,0.743,0.23,0.84,1.72,1.16,0.14,0.0196,0.0259,20,6.4,8.0,95.8,0.6,Charpy_V
94.08,0.754,0.89,1.52,0.83,1.84,0.05,0.0242,0.0162,0,4.0,5.0,132.5,0.0,Charpy_V
94.96,0.235,0.99,0.73,0.12,2.56,0.38,0.0128,0.0209,-20,4.0,5.0,95.9,0.0,Charpy_V
93.03,0.496,0.7,0.78,1.98,2.95,0.02,0.0316,0.0078,-40,6.1,7.7,131.7,0.0,Charpy_V
90.93,0.253,0.66,1.56,3.7,2.41,0.45,0.0286,0.0098,-40,13.0,16.2,121.7,0.0,Charpy_V
92.35,0.242,0.39,1.82,2.11,2.95,0.11,0.0104,0.0059,20,4.0,5.0,60.6,6.3,Charpy_V
92.31,0.188,0.26,0.49,2.97,3.7,0.06,0.0133,0.0215,20,4.0,5.0,60.5,6.3,Charpy_V
94.43,0.669,0.22,0.52,1.12,2.76,0.25,0.0201,0.0125,0,4.0,5.0,88.6,0.3,Charpy_V
89.88,0.258,0.98,1.14,3.72,3.5,0.49,0.0122,0.0178,20,4.0,5.0,91.1,0.9,Charpy_V
92.77,0.632,0.29,0.8,0.26,4.72,0.49,0.0069,0.0258,-20,4.0,5.0,44.6,1.3,Charpy_V
94.26,0.408,0.26,0.76,2.09,1.82,0.35,0.009,0.0278,20,4.0,5.0,57.3,7.7,Charpy_V
90.39,0.645,0.87,0.66,3.57,3.08,0.75,0.0286,0.0215,-40,4.0,5.0,135.1,0.0,Charpy_V
90.09,0.53,0.47,1.79,2.77,3.75,0.59,0.0061,0.0103,20,13.4,16.8,50.5,11.6,Charpy_V
88.2,0.138,0.85,0.65,4.93,4.58,0.6,0.0248,0.0183,-20,4.0,5.0,112.4,0.0,Charpy_V
95.13,0.482,0.84,1.17,1.54,0.46,0.32,0.0314,0.0228,100,4.0,5.0,149.5,3.5,Charpy_V
93.3,0.208,0.76,1.69,1.64,1.53,0.84,0.0237,0.0123,-20,4.0,5.0,118.2,0.0,Charpy_V
91.5,0.488,0.17,1.83,1.2,4.1,0.66,0.0207,0.0282,20,10.7,13.4,81.1,1.7,Charpy_V
90.36,0.404,0.19,0.72,3.4,4.48,0.42,0.0218,0.0107,-40,5.2,6.5,82.6,0.0,Charpy_V
