Fe,C,Si,Mn,Cr,Ni,Mo,V,tensile_strength_MPa,fatigue_limit_MPa,fatigue_ratio,basquin_exponent,cycles_to_failure_1e6,test_type,R_ratio
93.51,0.785,0.64,1.02,1.36,0.38,2.09,0.219,1493.1,724.7,0.485,-0.0815,8.0,torsion,0.1
78.59,0.591,0.64,1.7,8.12,7.24,2.69,0.433,1648.2,769.2,0.467,-0.0993,7.67,rotating_bending,0.0
72.93,1.184,0.83,1.7,10.38,10.49,2.16,0.321,2367.7,1257.2,0.531,-0.0716,8.0,axial,0.0
91.7,0.096,0.77,1.32,1.42,3.44,0.97,0.281,797.2,347.8,0.436,-0.1046,7.14,rotating_bending,-1.0
75.9,0.377,1.1,1.27,17.59,3.27,0.48,0.026,1461.5,735.5,0.503,-0.074,8.0,axial,0.0
94.6,0.331,1.3,1.29,1.25,0.57,0.18,0.471,1026.8,525.7,0.512,-0.0847,8.0,torsion,0.0
78.66,0.356,0.94,1.44,11.79,5.35,1.04,0.418,1417.7,782.3,0.552,-0.0957,7.23,rotating_bending,0.1
90.96,0.133,0.23,1.29,0.93,4.04,2.26,0.147,865.6,390.3,0.451,-0.0713,8.0,torsion,0.1
72.54,1.071,0.45,0.94,15.23,7.41,2.25,0.107,2233.4,1266.9,0.567,-0.1013,6.85,axial,0.0
90.23,0.694,1.07,0.5,4.51,1.68,1.17,0.142,1427.5,729.6,0.511,-0.1123,6.12,axial,0.0
87.19,0.961,1.14,1.11,0.9,7.32,1.22,0.158,1777.4,858.9,0.483,-0.0888,7.93,rotating_bending,0.0
84.04,1.103,1.19,0.4,9.45,1.0,2.51,0.307,2057.1,1129.8,0.549,-0.1077,6.41,rotating_bending,0.0
83.94,0.402,0.4,0.86,11.31,2.07,0.78,0.234,1252.5,604.6,0.483,-0.0797,8.0,torsion,-1.0
82.94,0.91,1.03,1.29,8.78,2.24,2.68,0.124,1885.2,903.5,0.479,-0.0927,8.0,torsion,-1.0
75.64,0.208,0.34,0.39,11.82,10.04,1.12,0.437,1251.8,613.1,0.49,-0.0955,7.8,rotating_bending,0.1
80.1,0.393,0.86,1.04,4.98,11.7,0.78,0.155,1347.4,663.1,0.492,-0.0782,8.0,axial,0.0
77.3,0.444,0.37,0.64,13.19,7.37,0.62,0.073,1412.5,668.1,0.473,-0.0773,8.0,torsion,-1.0
73.35,0.674,1.22,0.36,17.71,5.46,1.08,0.146,1848.5,1104.7,0.598,-0.0902,7.49,torsion,0.0
81.73,0.997,0.77,1.45,7.83,6.7,0.17,0.348,1896.5,844.8,0.445,-0.066,8.0,torsion,0.1
81.89,0.323,0.55,1.12,10.74,3.45,1.78,0.149,1270.6,725.2,0.571,-0.0894,7.56,torsion,0.0
75.19,0.219,0.87,0.55,11.0,11.2,0.59,0.382,1297.0,595.4,0.459,-0.0925,8.0,torsion,0.0
84.72,0.455,0.34,0.93,7.52,3.61,1.97,0.459,1303.0,633.0,0.486,-0.0638,8.0,torsion,0.1
79.03,0.573,0.31,1.06,5.01,11.32,2.65,0.042,1523.9,760.8,0.499,-0.1015,7.02,torsion,0.1
81.78,1.058,0.84,0.87,3.74,9.6,1.87,0.234,1964.6,1058.8,0.539,-0.0838,8.0,torsion,0.1
84.69,0.65,1.19,0.88,3.22,7.02,2.0,0.356,1533.5,816.0,0.532,-0.0927,7.35,axial,0.1
82.08,0.55,0.97,1.43,9.84,2.46,2.27,0.402,1542.6,738.6,0.479,-0.11,6.83,axial,-1.0
77.44,0.407,1.44,1.63,11.88,6.21,0.5,0.489,1608.7,811.7,0.505,-0.1086,6.67,axial,-1.0
77.53,1.055,1.34,0.32,15.95,3.26,0.12,0.424,2130.9,1153.2,0.541,-0.0662,8.0,axial,-1.0
78.4,0.71,0.51,0.98,13.76,2.93,2.52,0.188,1782.6,967.4,0.543,-0.0585,8.0,rotating_bending,0.1
83.21,0.792,1.1,1.86,4.47,7.36,1.2,0.006,1685.2,822.4,0.488,-0.0621,8.0,torsion,0.1
83.8,0.686,0.2,0.79,6.6,7.46,0.19,0.265,1470.2,780.5,0.531,-0.0727,8.0,rotating_bending,-1.0
82.99,0.919,0.47,0.83,9.5,2.59,2.65,0.043,1861.3,988.2,0.531,-0.0975,7.23,torsion,0.1
77.69,0.863,1.46,1.82,6.16,11.98,0.01,0.014,1872.0,959.5,0.513,-0.103,6.63,axial,0.0
81.38,0.323,0.7,1.54,11.24,2.85,1.51,0.463,1306.4,758.7,0.581,-0.0725,8.0,rotating_bending,-1.0
87.85,0.09,0.34,1.54,3.31,6.14,0.28,0.46,890.0,410.5,0.461,-0.0605,8.0,axial,-1.0
77.1,0.186,0.53,1.62,9.78,9.99,0.33,0.46,1300.9,677.1,0.52,-0.0676,8.0,axial,0.0
71.29,0.322,1.33,1.69,11.12,11.94,2.21,0.108,1542.7,867.8,0.563,-0.0901,7.61,rotating_bending,-1.0
75.35,0.785,1.29,1.22,7.46,11.73,1.75,0.433,1925.8,990.9,0.515,-0.1148,6.15,axial,0.0
86.62,0.264,0.46,0.82,6.48,5.05,0.3,0.021,1032.1,517.0,0.501,-0.0828,8.0,axial,0.1
68.07,1.002,0.7,1.39,17.16,10.08,1.28,0.322,2267.7,1370.6,0.604,-0.0839,8.0,axial,-1.0
88.06,0.518,1.5,1.28,0.76,7.04,0.82,0.016,1284.4,634.6,0.494,-0.0985,6.96,axial,0.1
82.8,0.227,1.09,1.96,4.2,9.28,0.26,0.191,1088.2,520.9,0.479,-0.062,8.0,axial,0.0
71.39,1.143,0.98,1.69,11.76,10.07,2.83,0.136,2363.4,1163.9,0.492,-0.086,8.0,torsion,0.0
71.62,0.311,0.11,0.88,17.44,8.34,1.2,0.096,1400.2,691.8,0.494,-0.0606,8.0,axial,-1.0
83.51,0.297,1.47,0.39,6.34,5.14,2.47,0.383,1276.3,632.1,0.495,-0.0811,8.0,rotating_bending,0.1
94.59,0.071,1.22,1.91,0.58,0.55,1.03,0.044,804.6,378.0,0.47,-0.1032,6.85,axial,0.1
90.18,0.287,1.02,0.37,1.2,6.62,0.31,0.011,978.2,415.7,0.425,-0.0811,8.0,torsion,0.1
90.95,1.025,0.63,1.28,0.49,3.16,2.13,0.339,1794.7,809.2,0.451,-0.0873,8.0,rotating_bending,-1.0
80.14,0.442,1.44,1.48,9.71,6.13,0.48,0.186,1440.5,751.1,0.521,-0.0595,8.0,torsion,-1.0
82.82,0.549,0.22,0.47,8.46,6.36,0.79,0.321,1375.1,730.6,0.531,-0.1027,6.72,rotating_bending,-1.0
86.2,0.975,0.85,1.84,1.05,7.06,1.69,0.33,1857.2,952.2,0.513,-0.0714,8.0,rotating_bending,0.0
75.38,0.382,0.64,1.37,9.96,11.53,0.56,0.176,1461.4,806.5,0.552,-0.0948,7.13,axial,0.0
84.11,0.535,0.65,1.98,7.76,3.67,1.1,0.198,1431.4,765.7,0.535,-0.1101,6.19,torsion,0.0
84.89,0.226,1.14,0.91,10.47,1.19,0.92,0.25,1145.2,548.8,0.479,-0.076,8.0,axial,-1.0
83.84,0.148,0.4,1.74,11.37,0.94,1.46,0.105,1000.4,482.3,0.482,-0.0586,8.0,torsion,-1.0
81.16,0.851,0.43,0.5,15.67,0.07,1.16,0.139,1735.5,888.1,0.512,-0.064,8.0,rotating_bending,0.0
81.45,0.218,1.12,0.65,7.79,7.76,0.82,0.192,1182.4,617.9,0.523,-0.0587,8.0,rotating_bending,0.1
85.09,0.061,0.57,0.98,6.11,5.24,1.9,0.061,919.2,437.2,0.476,-0.0555,8.0,torsion,0.1
83.25,1.05,1.36,1.72,0.84,11.37,0.39,0.017,1871.4,840.2,0.449,-0.1033,6.99,axial,-1.0
84.65,0.381,0.45,1.46,3.36,6.52,2.96,0.216,1280.7,584.8,0.457,-0.0899,8.0,torsion,0.1
77.83,1.122,0.94,0.54,16.23,2.09,1.06,0.188,2163.5,1147.7,0.53,-0.0676,8.0,rotating_bending,0.0
75.69,0.878,0.13,1.26,13.45,5.34,2.83,0.412,1958.6,1104.2,0.564,-0.0603,8.0,torsion,0.1
74.61,1.014,0.54,1.27,11.67,8.14,2.65,0.117,2124.7,1064.6,0.501,-0.0728,8.0,axial,0.0
77.1,0.584,0.13,0.54,12.22,8.97,0.35,0.114,1529.7,716.2,0.468,-0.0888,8.0,axial,-1.0
84.67,0.373,1.04,1.88,6.26,3.95,1.71,0.123,1260.8,646.9,0.513,-0.0651,8.0,torsion,-1.0
77.86,0.408,0.81,1.77,7.5,8.93,2.57,0.155,1424.4,780.7,0.548,-0.1123,6.05,rotating_bending,-1.0
83.6,0.831,0.89,1.04,9.72,2.37,1.29,0.251,1710.9,952.2,0.557,-0.0993,6.82,torsion,-1.0
82.17,0.791,0.13,1.53,0.64,11.97,2.62,0.149,1648.4,765.6,0.464,-0.0927,7.89,rotating_bending,-1.0
77.96,0.898,0.1,1.37,10.59,6.45,2.36,0.278,1865.9,1057.6,0.567,-0.101,6.74,rotating_bending,-1.0
82.19,0.256,1.24,1.9,6.04,6.36,1.97,0.04,1170.0,628.2,0.537,-0.0624,8.0,axial,0.1
80.04,0.804,1.13,0.92,7.28,6.64,2.81,0.362,1849.9,965.8,0.522,-0.0688,8.0,torsion,-1.0
83.84,0.058,1.48,1.42,6.58,5.65,0.8,0.172,1026.3,468.2,0.456,-0.0646,8.0,rotating_bending,0.0
76.27,0.297,0.15,0.54,16.51,5.51,0.23,0.48,1336.0,778.1,0.582,-0.0697,8.0,torsion,-1.0
70.31,0.303,1.27,1.47,15.66,9.56,1.04,0.387,1544.6,759.3,0.492,-0.0589,8.0,rotating_bending,-1.0
83.23,0.534,0.38,0.96,8.85,3.54,2.31,0.197,1406.5,761.3,0.541,-0.1026,6.75,rotating_bending,0.0
74.5,0.059,1.16,1.36,14.72,5.47,2.4,0.324,1338.0,659.0,0.492,-0.0727,8.0,torsion,-1.0
79.75,0.372,1.47,0.61,6.5,9.03,1.97,0.291,1416.5,718.0,0.507,-0.0644,8.0,rotating_bending,0.0
87.87,0.559,0.32,1.31,4.51,4.01,1.41,0.013,1316.5,626.2,0.476,-0.0631,8.0,torsion,0.1
70.99,0.759,0.23,1.63,17.85,6.37,2.05,0.119,1919.8,1043.9,0.544,-0.0636,8.0,rotating_bending,0.0
79.04,0.355,0.72,1.51,6.77,11.13,0.28,0.185,1287.3,648.9,0.504,-0.1051,6.64,axial,0.0
81.3,1.119,0.87,1.65,5.99,7.11,1.48,0.473,2118.0,1119.4,0.529,-0.0712,8.0,axial,-1.0
87.46,0.682,0.75,1.88,4.63,3.24,1.23,0.122,1522.5,792.3,0.52,-0.0981,6.98,torsion,0.0
85.34,1.103,0.67,0.97,5.45,5.53,0.76,0.187,1920.3,994.5,0.518,-0.0649,8.0,axial,0.0
76.74,0.589,1.32,0.39,16.0,2.63,2.04,0.291,1760.3,877.5,0.498,-0.0942,8.0,rotating_bending,0.0
85.76,0.888,1.36,0.39,2.55,7.18,1.86,0.017,1745.9,816.4,0.468,-0.08,8.0,axial,0.0
75.96,0.414,0.78,1.68,17.17,2.76,0.76,0.47,1583.7,884.1,0.558,-0.0979,7.2,torsion,0.1
79.3,0.731,0.24,1.99,7.21,7.66,2.66,0.212,1704.6,924.3,0.542,-0.0567,8.0,axial,-1.0
83.17,0.516,1.37,0.57,0.51,10.91,2.46,0.486,1497.7,744.2,0.497,-0.0934,7.56,axial,0.1
76.4,0.786,0.9,0.49,16.36,2.39,2.23,0.443,1896.2,1068.4,0.563,-0.1002,7.06,torsion,-1.0
65.01,1.069,0.52,1.57,17.82,12.0,1.6,0.413,2383.4,1214.8,0.51,-0.0638,8.0,axial,0.0
83.08,0.572,0.67,1.15,0.73,10.71,2.99,0.091,1468.5,648.5,0.442,-0.1064,7.06,torsion,-1.0
76.72,0.915,0.73,1.34,12.39,6.15,1.43,0.323,2044.4,1102.0,0.539,-0.0718,8.0,torsion,0.0
76.0,0.826,1.46,0.55,15.71,3.41,1.77,0.273,1999.9,1099.3,0.55,-0.0716,8.0,axial,0.1
76.9,0.131,1.18,0.72,10.96,8.25,1.41,0.438,1188.4,674.8,0.568,-0.0633,8.0,axial,0.1
73.14,0.08,0.23,0.79,17.5,6.7,1.12,0.444,1201.2,652.4,0.543,-0.0961,7.5,torsion,-1.0
77.95,1.027,1.28,1.17,14.21,2.15,1.72,0.492,2173.1,1172.1,0.539,-0.1126,6.32,axial,0.1
77.04,0.244,0.98,0.45,17.04,3.5,0.68,0.065,1278.1,750.5,0.587,-0.0723,8.0,rotating_bending,0.1
81.75,0.624,0.76,0.49,10.08,2.96,2.93,0.398,1592.4,898.6,0.564,-0.1077,6.37,rotating_bending,0.1
88.75,0.293,0.88,1.64,5.66,1.02,1.39,0.374,1114.7,519.1,0.466,-0.1018,7.29,rotating_bending,0.0
81.92,0.529,0.41,1.53,11.36,1.2,2.78,0.279,1487.9,728.1,0.489,-0.0895,8.0,torsion,0.1
74.51,0.528,0.31,1.42,14.13,6.59,2.04,0.469,1639.4,916.8,0.559,-0.0932,7.55,rotating_bending,0.1
90.23,0.141,0.49,0.72,4.22,2.31,1.72,0.164,862.3,417.7,0.484,-0.1142,6.25,torsion,-1.0
84.76,0.114,1.47,1.64,8.82,1.04,1.78,0.379,1116.4,534.7,0.479,-0.0809,8.0,axial,0.0
88.9,0.345,0.44,0.75,6.09,1.29,2.09,0.104,1087.9,574.7,0.528,-0.0893,7.75,rotating_bending,0.1
81.77,0.953,1.4,1.59,0.93,10.05,2.81,0.497,1949.7,877.1,0.45,-0.0782,8.0,rotating_bending,0.0
75.58,0.352,1.14,1.96,10.71,10.21,0.03,0.018,1370.1,742.6,0.542,-0.0969,7.01,torsion,0.0
88.65,0.192,1.23,0.32,5.63,2.09,1.77,0.127,1056.9,494.2,0.468,-0.0857,8.0,rotating_bending,0.0
74.53,0.19,0.35,0.72,17.53,4.77,1.8,0.121,1266.7,622.1,0.491,-0.0869,8.0,axial,0.1
78.82,0.207,1.06,1.99,7.12,7.49,2.89,0.416,1314.9,674.8,0.513,-0.0708,8.0,torsion,0.1
85.9,0.371,0.33,1.02,2.36,8.39,1.37,0.266,1178.9,513.9,0.436,-0.0979,7.73,rotating_bending,-1.0
70.79,0.375,0.81,1.17,14.66,9.04,2.74,0.416,1638.9,852.1,0.52,-0.0951,7.78,rotating_bending,-1.0
83.68,0.066,1.37,0.38,5.8,6.83,1.55,0.327,970.1,450.5,0.464,-0.0606,8.0,torsion,0.0
74.41,0.525,0.3,1.16,11.97,9.43,2.13,0.074,1609.1,836.1,0.52,-0.1127,6.35,axial,0.0
71.22,0.929,1.28,0.8,16.76,6.64,2.09,0.298,2169.8,1278.7,0.589,-0.0779,8.0,rotating_bending,-1.0
84.82,0.643,0.63,1.87,0.65,10.27,0.69,0.424,1471.5,634.4,0.431,-0.0802,8.0,rotating_bending,0.1
78.59,0.653,1.16,0.87,6.82,11.21,0.64,0.052,1674.5,839.4,0.501,-0.0901,7.84,rotating_bending,0.1
79.46,0.091,1.26,1.31,6.45,10.73,0.21,0.49,1091.5,550.8,0.505,-0.104,6.75,torsion,-1.0
79.45,0.379,1.38,1.63,4.38,11.39,1.07,0.326,1408.8,638.4,0.453,-0.064,8.0,torsion,0.1
83.33,0.15,0.26,1.52,1.35,11.01,2.22,0.168,1032.0,480.1,0.465,-0.0846,8.0,torsion,-1.0
83.29,0.951,1.46,1.29,8.03,2.67,1.96,0.343,1933.8,1042.8,0.539,-0.0694,8.0,torsion,0.0
82.02,0.504,0.95,0.37,13.71,1.2,1.19,0.052,1468.0,826.2,0.563,-0.082,8.0,torsion,-1.0
78.39,0.835,1.28,0.53,11.88,6.9,0.09,0.101,1826.7,895.4,0.49,-0.1134,6.39,axial,0.0
83.18,0.293,0.5,1.85,9.05,3.23,1.8,0.101,1205.3,555.6,0.461,-0.1137,6.63,torsion,0.1
68.07,0.883,1.22,1.97,16.77,8.84,2.08,0.168,2209.5,1231.3,0.557,-0.0579,8.0,axial,0.0
78.77,0.844,0.9,0.6,10.66,6.48,1.48,0.257,1832.5,876.8,0.478,-0.0872,8.0,rotating_bending,0.0
82.67,0.532,1.24,1.81,4.41,6.89,2.31,0.144,1528.7,693.6,0.454,-0.1134,6.59,rotating_bending,0.0
90.36,0.771,0.2,0.62,6.08,0.93,0.58,0.456,1395.3,614.1,0.44,-0.0758,8.0,rotating_bending,-1.0
80.86,0.681,0.38,0.33,10.12,5.58,1.97,0.073,1598.5,894.7,0.56,-0.088,7.75,torsion,-1.0
78.01,1.062,1.45,0.85,14.38,2.53,1.64,0.09,2149.5,1103.6,0.513,-0.0591,8.0,axial,-1.0
84.2,0.777,0.93,0.51,5.87,6.76,0.56,0.4,1642.6,850.0,0.517,-0.0981,7.05,rotating_bending,0.0
75.29,0.672,1.44,0.97,7.56,11.63,2.08,0.36,1783.7,923.9,0.518,-0.0565,8.0,rotating_bending,-1.0
84.93,1.079,1.08,1.55,5.23,3.64,2.35,0.148,1940.7,1034.5,0.533,-0.1084,6.3,torsion,-1.0
87.37,0.265,0.86,0.78,5.82,4.22,0.19,0.493,1092.5,478.6,0.438,-0.0753,8.0,torsion,-1.0
86.06,0.643,0.29,1.96,4.64,5.51,0.65,0.247,1442.3,662.4,0.459,-0.1001,7.35,axial,0.0
89.14,0.186,0.62,0.56,4.64,1.83,2.66,0.366,1048.5,534.6,0.51,-0.1015,6.98,rotating_bending,0.1
72.14,0.649,0.93,0.4,17.51,5.59,2.78,0.005,1834.1,1076.8,0.587,-0.0958,7.21,rotating_bending,0.1
74.34,1.007,1.03,1.43,12.6,8.09,1.16,0.341,2135.7,1219.9,0.571,-0.095,7.15,rotating_bending,0.1
83.61,0.066,0.59,0.52,2.28,9.79,2.76,0.389,984.6,521.7,0.53,-0.1126,6.04,torsion,0.1
72.92,1.176,0.61,1.08,13.54,9.51,0.7,0.465,2265.2,1292.9,0.571,-0.1139,5.94,torsion,-1.0
85.81,0.621,0.75,1.5,1.61,7.74,1.85,0.117,1411.8,620.0,0.439,-0.0806,8.0,axial,0.1
86.57,0.322,0.6,0.74,4.8,4.85,2.11,0.019,1143.1,618.2,0.541,-0.1122,5.96,rotating_bending,0.1
91.17,0.497,0.27,0.44,2.82,3.0,1.47,0.351,1186.0,576.1,0.486,-0.0837,8.0,rotating_bending,0.1
93.75,0.645,0.11,0.3,1.76,1.22,2.11,0.102,1263.6,658.7,0.521,-0.0593,8.0,torsion,0.0
81.3,1.13,0.48,1.17,3.16,9.67,2.67,0.426,2127.5,964.3,0.453,-0.1126,6.68,torsion,0.0
73.45,0.539,1.49,0.47,15.4,5.76,2.48,0.409,1768.6,1064.3,0.602,-0.0971,6.97,axial,0.0
73.29,1.007,0.23,0.49,16.22,6.49,2.16,0.113,2116.4,1117.1,0.528,-0.0877,8.0,axial,-1.0
73.96,0.494,1.18,1.7,12.58,8.31,1.52,0.269,1658.3,919.8,0.555,-0.1002,6.91,rotating_bending,0.1
77.06,0.082,0.3,1.27,13.28,6.45,1.07,0.489,1160.8,552.7,0.476,-0.1008,7.55,torsion,0.0
78.56,0.26,0.2,0.68,9.61,8.35,2.32,0.021,1249.0,632.5,0.506,-0.1077,6.68,axial,0.0
91.22,0.597,1.01,0.55,3.33,2.45,0.72,0.113,1351.7,631.9,0.467,-0.0684,8.0,torsion,0.0
94.25,0.196,0.17,1.79,1.44,1.78,0.07,0.314,763.0,360.6,0.473,-0.0558,8.0,axial,-1.0
93.2,0.522,0.62,0.8,2.74,1.66,0.4,0.057,1121.4,577.7,0.515,-0.0803,8.0,rotating_bending,0.0
67.56,0.616,1.36,0.62,17.69,9.69,2.13,0.339,1928.2,1093.5,0.567,-0.0718,8.0,torsion,-1.0
88.56,0.468,0.28,1.08,4.89,4.22,0.28,0.214,1213.3,526.8,0.434,-0.0872,8.0,torsion,0.1
78.51,0.942,0.67,1.92,16.89,0.15,0.52,0.41,1997.3,1038.8,0.52,-0.1093,6.66,torsion,0.1
78.72,0.573,0.79,0.62,11.9,6.61,0.62,0.17,1579.2,885.7,0.561,-0.0977,6.92,torsion,0.0
86.85,0.942,1.23,1.27,0.19,9.14,0.32,0.058,1731.4,806.3,0.466,-0.056,8.0,torsion,-1.0
78.13,0.094,0.7,0.41,14.2,6.35,0.09,0.02,1106.1,562.0,0.508,-0.0817,8.0,rotating_bending,-1.0
73.69,0.308,0.96,1.37,13.21,7.45,2.91,0.099,1509.2,893.1,0.592,-0.0827,8.0,rotating_bending,0.0
82.7,0.164,0.63,1.61,12.72,0.48,1.64,0.044,1100.2,603.5,0.549,-0.0885,7.88,axial,0.1
84.15,0.441,0.55,1.02,2.62,9.97,1.05,0.2,1298.2,671.6,0.517,-0.0852,8.0,torsion,0.1
75.44,1.15,1.34,0.59,8.52,11.66,1.12,0.186,2225.8,1178.3,0.529,-0.0688,8.0,axial,0.0
69.34,0.121,1.29,1.99,14.69,10.22,1.88,0.461,1445.8,704.6,0.487,-0.069,8.0,torsion,0.1
81.99,0.107,0.86,1.18,12.45,0.93,2.42,0.07,1128.4,605.3,0.536,-0.0922,7.71,torsion,0.1
79.86,0.134,0.67,0.37,15.03,2.52,0.98,0.435,1137.2,643.3,0.566,-0.1019,6.78,torsion,0.1
82.98,0.873,0.65,1.6,8.02,4.15,1.35,0.374,1782.4,896.7,0.503,-0.0619,8.0,torsion,0.1
90.96,1.189,0.55,1.73,3.25,0.75,1.14,0.429,1918.4,871.8,0.454,-0.1058,7.0,rotating_bending,-1.0
84.89,0.953,1.42,1.79,3.76,5.95,1.04,0.2,1888.4,898.3,0.476,-0.0836,8.0,torsion,-1.0
86.27,0.119,0.78,1.62,2.72,7.34,0.72,0.434,950.9,437.5,0.46,-0.0953,7.7,axial,0.1
83.49,0.261,0.5,1.01,6.37,6.3,1.8,0.283,1121.0,515.2,0.46,-0.0694,8.0,torsion,0.0
88.63,0.706,0.72,1.24,2.08,4.82,1.38,0.424,1527.6,777.5,0.509,-0.0789,8.0,axial,0.0
82.69,0.45,1.05,0.75,7.68,4.64,2.3,0.442,1407.1,714.2,0.508,-0.1064,6.76,torsion,-1.0
90.3,0.212,0.41,1.12,0.76,5.55,1.26,0.39,975.6,447.1,0.458,-0.056,8.0,axial,-1.0
67.85,0.73,0.23,1.55,17.91,9.83,1.67,0.242,1960.2,1025.3,0.523,-0.0689,8.0,torsion,0.0
88.13,1.159,0.91,1.19,0.16,5.83,2.51,0.11,1950.4,897.3,0.46,-0.1138,6.37,axial,-1.0
82.89,0.944,0.79,1.81,6.24,4.43,2.67,0.232,1839.1,886.6,0.482,-0.0756,8.0,rotating_bending,-1.0
76.71,1.061,1.19,0.62,12.49,7.23,0.55,0.137,2112.2,1064.3,0.504,-0.073,8.0,axial,-1.0
74.56,0.662,1.18,1.59,11.12,9.44,1.0,0.441,1847.9,968.9,0.524,-0.1019,6.96,torsion,-1.0
71.99,0.477,1.08,1.11,15.05,8.14,2.05,0.109,1695.9,1011.8,0.597,-0.0645,8.0,rotating_bending,0.1
84.76,0.43,0.85,0.53,9.69,1.75,1.66,0.324,1334.3,745.7,0.559,-0.1085,6.24,rotating_bending,0.1
77.47,0.246,0.15,0.62,13.77,4.86,2.62,0.262,1216.1,588.5,0.484,-0.072,8.0,axial,0.0
73.41,1.123,0.53,0.38,12.16,9.44,2.87,0.079,2269.5,1290.6,0.569,-0.0775,8.0,axial,-1.0
85.56,0.377,0.27,1.87,3.11,6.87,1.75,0.185,1193.6,558.7,0.468,-0.0749,8.0,rotating_bending,0.0
69.68,0.343,0.66,1.67,17.4,7.63,2.35,0.266,1591.4,973.6,0.612,-0.0674,8.0,rotating_bending,0.1
80.86,1.18,0.58,0.93,10.98,3.29,2.1,0.076,2126.5,1009.4,0.475,-0.0829,8.0,axial,-1.0
87.98,0.173,1.45,1.27,2.72,3.74,2.4,0.262,1006.5,510.0,0.507,-0.0595,8.0,torsion,0.1
76.44,0.576,0.87,0.48,17.85,2.93,0.6,0.263,1624.3,887.0,0.546,-0.0886,8.0,axial,0.0
83.21,1.001,1.17,1.15,4.95,8.13,0.12,0.284,1898.6,912.3,0.481,-0.0819,8.0,torsion,-1.0
73.32,0.607,0.41,1.21,17.0,4.92,2.04,0.489,1779.2,1061.5,0.597,-0.0755,8.0,rotating_bending,0.1
79.01,1.127,1.44,1.95,11.26,4.62,0.4,0.193,2245.0,1093.4,0.487,-0.0877,8.0,torsion,0.1
73.13,0.266,0.86,0.68,17.54,4.68,2.73,0.113,1511.7,782.5,0.518,-0.078,8.0,torsion,0.0
89.63,0.314,0.15,1.35,2.36,4.12,2.03,0.049,1023.9,519.1,0.507,-0.1019,6.78,rotating_bending,-1.0
78.71,0.37,0.65,0.52,9.14,8.31,1.89,0.402,1410.2,721.6,0.512,-0.0839,8.0,torsion,0.1
80.0,0.542,1.08,1.04,7.52,9.12,0.52,0.169,1489.7,689.5,0.463,-0.0802,8.0,axial,-1.0
78.1,0.955,0.61,1.98,10.69,4.79,2.51,0.365,1990.1,1110.8,0.558,-0.1032,6.69,axial,0.1
74.86,1.041,0.81,1.46,10.58,10.11,0.85,0.288,2135.2,1149.1,0.538,-0.1124,6.13,axial,-1.0
88.18,0.527,0.27,1.01,3.5,4.99,1.15,0.369,1261.9,648.5,0.514,-0.0786,8.0,torsion,0.0
85.16,0.839,0.15,1.69,3.6,6.95,1.4,0.21,1641.3,718.8,0.438,-0.0582,8.0,torsion,-1.0
78.41,0.699,0.2,1.12,16.12,2.26,0.99,0.198,1714.9,936.7,0.546,-0.0598,8.0,rotating_bending,0.0
76.43,0.138,0.39,1.52,14.56,5.43,1.52,0.016,1185.2,633.8,0.535,-0.0706,8.0,rotating_bending,0.1
80.32,0.501,0.27,1.63,6.55,8.83,1.54,0.369,1448.6,792.4,0.547,-0.0597,8.0,torsion,0.0
89.42,0.708,0.13,0.73,4.13,3.0,1.61,0.291,1421.1,761.7,0.536,-0.0759,8.0,axial,0.0
86.68,1.008,1.06,0.91,4.34,2.67,2.86,0.479,1936.6,1028.9,0.531,-0.062,8.0,rotating_bending,-1.0
87.74,0.638,0.98,1.01,7.53,0.46,1.3,0.337,1510.6,731.8,0.484,-0.107,6.81,axial,0.0
77.12,0.825,0.44,1.21,7.23,11.27,1.82,0.079,1817.7,910.6,0.501,-0.0632,8.0,rotating_bending,0.1
72.89,1.019,0.45,1.81,13.6,8.75,1.04,0.444,2186.0,1124.0,0.514,-0.1063,6.84,axial,0.1
76.81,0.574,0.85,1.17,9.83,10.1,0.51,0.158,1608.8,878.0,0.546,-0.0814,8.0,rotating_bending,-1.0
74.36,0.6,0.87,0.64,9.84,11.97,1.7,0.022,1671.6,787.0,0.471,-0.0632,8.0,rotating_bending,0.0
81.72,0.263,0.41,0.74,10.18,6.05,0.61,0.034,1182.2,550.2,0.465,-0.0559,8.0,torsion,-1.0
70.62,0.867,1.26,1.38,16.29,8.38,1.11,0.091,2032.6,1032.9,0.508,-0.0762,8.0,axial,0.1
72.66,1.104,0.67,1.45,13.1,8.2,2.71,0.116,2282.8,1110.9,0.487,-0.1117,6.74,rotating_bending,0.1
92.3,1.169,0.52,1.48,0.16,2.26,2.07,0.033,1899.3,945.6,0.498,-0.0878,7.9,torsion,-1.0
89.5,0.11,1.14,0.59,0.57,5.41,2.6,0.075,897.4,382.2,0.426,-0.1084,7.03,torsion,-1.0
89.13,0.326,0.24,1.48,0.52,7.41,0.42,0.473,1038.0,531.0,0.512,-0.0836,8.0,axial,0.0
84.23,0.138,0.65,1.44,8.46,4.6,0.36,0.122,999.5,449.9,0.45,-0.0666,8.0,axial,0.1
79.51,0.735,0.58,0.68,11.51,5.48,1.2,0.296,1655.2,870.8,0.526,-0.0748,8.0,axial,0.1
78.6,1.192,0.66,0.58,14.62,2.71,1.58,0.064,2185.2,1154.7,0.528,-0.0815,8.0,torsion,0.0
