Fe,C,Si,Mn,Cr,Ni,Mo,V,W,Cu,CE_IIW,Pcm,Ac1_C,Ac3_C,Ms_C,treatment_type,cooling_medium,hardness_HRC,hardenability_mm,weldability
82.36,0.884,0.42,1.03,7.98,3.06,0.45,0.29,3.16,0.36,3.028,1.477,831.0,736.0,-20.0,quenching,air,66.3,98.6,poor
76.73,1.162,1.27,0.68,7.37,6.69,0.98,0.737,3.93,0.47,3.569,1.881,793.0,753.0,-188.0,normalizing,air,49.9,128.0,poor
78.96,0.187,1.6,0.93,13.68,0.44,2.2,0.399,1.34,0.26,3.645,1.178,996.0,998.0,242.0,tempering,air,24.6,154.3,poor
79.89,0.335,0.49,0.8,11.97,1.2,0.37,0.508,4.32,0.11,3.125,1.091,942.0,860.0,204.0,quenching,oil,54.8,95.3,poor
80.03,0.78,0.89,0.37,4.51,7.35,0.67,0.614,4.54,0.24,2.506,1.295,730.0,744.0,8.0,normalizing,air,38.2,96.3,poor
80.44,0.632,1.69,0.71,9.9,2.03,0.43,0.943,3.17,0.05,3.143,1.378,922.0,905.0,91.0,normalizing,air,36.3,95.2,poor
81.13,0.566,0.7,1.19,2.67,5.78,2.99,0.601,4.28,0.09,2.409,1.142,709.0,857.0,106.0,normalizing,air,35.0,154.5,poor
79.69,0.362,1.84,0.89,11.44,2.07,2.14,0.032,1.48,0.05,3.376,1.223,939.0,910.0,167.0,annealing,furnace,14.7,151.0,poor
71.84,0.319,1.28,1.42,12.89,5.56,2.34,0.689,3.49,0.17,4.123,1.404,895.0,914.0,89.0,annealing,furnace,13.8,182.5,poor
83.06,1.165,0.53,0.52,4.73,3.74,0.9,0.97,3.9,0.48,2.854,1.689,779.0,787.0,-100.0,quenching,air,67.4,99.2,poor
82.02,0.675,1.51,1.8,6.95,2.31,0.96,0.697,2.84,0.24,2.865,1.347,848.0,878.0,67.0,annealing,furnace,22.2,109.2,poor
75.92,0.266,0.75,1.98,8.92,5.36,2.65,0.691,3.42,0.05,3.408,1.173,810.0,913.0,144.0,quenching,air,47.5,175.7,poor
82.78,0.555,0.33,0.92,6.45,6.01,0.06,0.386,2.24,0.28,2.505,1.091,749.0,724.0,92.0,quenching,water,64.3,83.4,poor
84.07,0.915,0.52,1.38,5.19,6.49,0.51,0.145,0.51,0.27,2.765,1.431,709.0,672.0,-71.0,annealing,furnace,24.1,104.4,poor
82.36,0.335,0.61,1.96,4.56,7.82,0.99,0.231,0.92,0.21,2.354,0.912,674.0,756.0,136.0,quenching,oil,53.9,115.2,poor
86.42,0.715,1.08,0.71,3.13,2.17,0.39,0.531,4.39,0.46,1.819,1.081,795.0,821.0,136.0,quenching,air,65.0,62.4,poor
85.39,0.539,0.26,0.85,5.6,2.04,0.3,0.522,4.33,0.17,2.113,0.985,813.0,806.0,179.0,normalizing,air,27.4,69.5,poor
76.21,1.093,1.95,0.75,7.47,6.34,1.15,0.492,4.44,0.1,3.472,1.806,823.0,776.0,-158.0,quenching,water,66.3,131.7,poor
85.11,0.663,0.9,1.19,6.52,0.3,2.04,0.962,2.11,0.21,2.8,1.326,859.0,945.0,123.0,annealing,furnace,28.2,125.2,poor
72.33,1.094,1.63,1.42,14.52,4.59,0.53,0.714,2.96,0.22,4.804,2.14,946.0,792.0,-228.0,quenching,air,68.0,147.9,poor
82.86,0.736,0.7,0.56,5.4,6.82,0.48,0.471,1.49,0.48,2.587,1.275,727.0,728.0,21.0,normalizing,air,39.0,94.0,poor
89.49,0.458,0.75,1.07,1.88,1.45,1.73,0.019,3.0,0.16,1.468,0.779,764.0,841.0,252.0,normalizing,air,26.6,91.9,poor
79.92,0.294,1.72,1.23,7.24,2.58,1.55,0.883,4.28,0.3,2.626,1.025,870.0,978.0,232.0,annealing,furnace,14.3,116.2,poor
80.28,0.505,0.48,0.36,6.25,6.31,2.86,0.624,1.94,0.38,2.958,1.229,748.0,846.0,106.0,tempering,air,49.0,160.9,poor
81.31,0.859,1.31,0.97,9.3,1.88,0.82,0.065,3.06,0.42,3.213,1.531,900.0,784.0,-6.0,tempering,air,34.6,110.6,poor
78.53,0.732,0.82,0.32,4.67,7.92,2.18,0.718,3.81,0.31,2.848,1.374,717.0,796.0,7.0,quenching,air,65.0,143.2,poor
82.12,0.948,0.17,0.55,4.72,6.78,2.62,0.042,1.62,0.43,2.997,1.53,702.0,704.0,-76.0,normalizing,air,43.5,158.8,poor
83.35,0.741,0.73,1.75,8.95,2.87,0.97,0.321,0.28,0.05,3.274,1.447,834.0,788.0,6.0,quenching,oil,68.0,122.5,poor
85.68,0.572,0.34,1.28,6.04,0.49,2.55,0.376,2.47,0.2,2.625,1.175,833.0,884.0,157.0,quenching,water,65.3,137.9,poor
81.41,0.118,1.65,0.86,10.87,0.52,1.57,0.909,1.99,0.1,2.973,0.969,953.0,1050.0,310.0,tempering,air,15.4,119.6,poor
77.6,0.346,1.86,1.38,12.11,1.8,1.77,0.053,2.97,0.1,3.49,1.241,959.0,907.0,159.0,quenching,oil,56.7,146.5,poor
82.4,1.125,0.97,0.82,1.85,5.36,1.75,0.545,4.68,0.49,2.481,1.576,717.0,768.0,-92.0,annealing,furnace,35.8,119.0,poor
76.63,0.206,1.68,0.88,9.88,7.96,1.43,0.215,1.08,0.03,3.191,1.051,806.0,839.0,154.0,tempering,air,22.3,142.0,poor
78.19,0.97,0.89,0.54,9.78,7.12,0.36,0.183,1.65,0.33,3.622,1.693,803.0,672.0,-135.0,normalizing,air,40.5,118.0,poor
84.45,0.918,0.77,0.74,5.39,1.76,0.9,0.568,4.32,0.19,2.543,1.406,830.0,811.0,25.0,quenching,oil,66.3,91.8,poor
83.17,0.125,0.67,1.07,9.01,1.25,1.3,0.566,2.55,0.29,2.58,0.829,883.0,949.0,313.0,normalizing,air,24.2,107.2,poor
80.73,0.849,1.98,1.87,2.79,6.88,2.53,0.575,1.69,0.1,2.806,1.494,706.0,846.0,-51.0,annealing,furnace,26.8,158.0,poor
84.03,1.153,1.13,0.68,3.15,6.52,0.75,0.041,2.14,0.41,2.516,1.565,709.0,671.0,-128.0,normalizing,air,52.1,99.2,poor
81.81,0.812,1.19,0.64,5.97,3.82,1.75,0.198,3.65,0.15,2.767,1.39,814.0,798.0,23.0,annealing,furnace,28.5,125.2,poor
85.3,0.805,1.33,0.99,6.2,2.42,1.3,0.587,0.93,0.13,2.757,1.401,825.0,852.0,41.0,normalizing,air,39.6,110.8,poor
84.41,1.164,1.81,0.89,4.15,1.46,2.62,0.119,3.21,0.17,2.797,1.695,836.0,845.0,-76.0,annealing,furnace,33.1,142.3,poor
77.8,0.449,1.12,1.61,12.54,2.6,0.71,0.849,1.91,0.41,3.737,1.389,923.0,895.0,97.0,normalizing,air,26.9,124.5,poor
83.47,0.142,0.22,1.07,6.27,1.46,2.73,0.552,4.04,0.05,2.332,0.781,829.0,965.0,324.0,quenching,oil,43.7,137.6,poor
91.26,0.991,0.65,0.34,2.47,3.35,0.01,0.041,0.49,0.4,1.8,1.233,731.0,690.0,21.0,tempering,air,30.8,54.2,poor
75.49,0.798,0.39,1.94,10.55,6.05,2.04,0.098,2.33,0.33,4.083,1.698,808.0,728.0,-108.0,annealing,furnace,25.8,178.4,poor
83.12,0.308,1.93,1.5,2.95,3.7,2.1,0.017,3.9,0.47,1.849,0.821,779.0,895.0,246.0,annealing,furnace,15.9,118.6,poor
78.86,0.865,0.41,1.08,13.07,2.56,0.32,0.523,2.2,0.11,4.005,1.708,919.0,765.0,-66.0,tempering,air,61.8,118.2,poor
83.0,1.163,1.51,1.48,3.8,3.79,2.7,0.308,2.12,0.13,3.033,1.758,769.0,818.0,-131.0,annealing,furnace,34.8,158.3,poor
82.5,0.837,0.61,1.16,9.71,1.08,1.63,0.472,1.68,0.31,3.488,1.591,889.0,835.0,1.0,normalizing,air,41.1,135.3,poor
80.08,0.504,1.26,1.13,8.55,4.58,0.73,0.111,2.61,0.45,2.906,1.188,835.0,787.0,102.0,quenching,air,65.3,109.4,poor
82.4,0.793,0.55,1.28,7.21,3.05,1.92,0.858,1.69,0.24,3.225,1.513,810.0,857.0,9.0,normalizing,air,39.7,139.7,poor
92.17,0.263,1.37,1.47,0.04,2.54,0.26,0.681,1.06,0.13,0.884,0.519,716.0,908.0,335.0,normalizing,air,16.2,43.2,poor
80.29,0.803,1.29,1.98,10.62,2.45,0.56,0.793,0.9,0.31,3.712,1.65,887.0,849.0,-37.0,normalizing,air,42.3,120.6,poor
77.69,0.129,1.1,1.06,8.83,7.36,0.82,0.639,2.15,0.22,2.869,0.913,786.0,867.0,209.0,normalizing,air,18.9,116.5,poor
77.11,1.071,1.31,1.46,7.11,7.55,1.12,0.379,2.59,0.29,3.561,1.797,759.0,719.0,-187.0,tempering,air,40.7,140.5,poor
78.62,0.79,0.44,1.06,10.18,7.21,0.37,0.009,0.83,0.49,3.592,1.537,784.0,652.0,-81.0,annealing,furnace,26.9,122.2,poor
76.06,0.834,1.3,1.76,12.1,6.01,0.14,0.782,1.0,0.01,4.133,1.759,855.0,777.0,-121.0,normalizing,air,38.8,128.1,poor
81.52,0.992,1.82,1.16,3.52,5.55,1.69,0.773,2.56,0.41,2.78,1.59,750.0,839.0,-69.0,normalizing,air,47.0,127.0,poor
84.22,0.288,0.65,0.8,8.67,2.92,1.32,0.522,0.28,0.33,2.74,0.988,836.0,881.0,226.0,normalizing,air,21.6,113.3,poor
82.58,0.593,0.78,0.71,6.35,1.69,1.25,0.875,4.89,0.29,2.539,1.186,852.0,893.0,150.0,tempering,air,40.3,100.0,poor
72.16,0.71,1.09,0.74,10.76,6.67,2.35,0.395,4.66,0.45,4.009,1.651,850.0,802.0,-50.0,quenching,air,68.0,177.6,poor
83.13,0.167,1.4,0.95,5.96,2.12,1.0,0.862,3.94,0.47,2.063,0.771,847.0,979.0,322.0,quenching,water,43.3,86.2,poor
81.61,0.834,1.82,0.42,6.65,1.19,2.43,0.614,4.4,0.03,2.923,1.492,896.0,928.0,54.0,annealing,furnace,26.4,136.8,poor
77.44,1.124,0.99,0.55,11.57,4.14,2.02,0.694,0.99,0.49,4.38,2.06,882.0,812.0,-182.0,tempering,air,64.4,168.0,poor
90.1,0.942,1.28,1.29,0.72,3.29,1.65,0.598,0.02,0.1,1.978,1.315,707.0,834.0,22.0,quenching,water,65.3,103.1,poor
81.68,0.66,1.44,0.82,8.78,2.85,0.89,0.411,2.3,0.17,3.015,1.344,875.0,837.0,72.0,quenching,water,68.0,108.5,poor
75.43,0.322,1.54,1.53,13.3,4.44,0.84,0.864,1.4,0.33,3.896,1.348,914.0,912.0,110.0,normalizing,air,20.9,136.2,poor
79.61,0.894,1.62,1.2,5.91,7.29,2.25,0.673,0.29,0.26,3.364,1.656,740.0,821.0,-93.0,annealing,furnace,32.2,161.1,poor
86.88,0.454,0.24,0.77,5.05,3.84,1.18,0.521,0.98,0.09,2.194,0.952,752.0,817.0,186.0,normalizing,air,30.6,97.8,poor
75.28,0.824,0.14,0.8,13.22,1.86,2.72,0.58,4.51,0.07,4.389,1.803,943.0,850.0,-47.0,tempering,air,40.3,184.5,poor
91.88,1.061,1.45,0.47,0.04,1.54,0.57,0.183,2.55,0.26,1.418,1.229,755.0,779.0,44.0,tempering,air,53.1,54.3,poor
75.63,0.234,0.24,0.82,11.66,6.15,1.82,0.826,2.5,0.12,3.65,1.179,834.0,872.0,152.0,quenching,oil,48.3,155.4,poor
76.28,1.161,1.51,1.47,9.21,2.06,2.66,0.971,4.62,0.05,4.114,2.057,906.0,912.0,-165.0,quenching,oil,68.0,176.9,poor
74.08,0.712,1.6,0.9,14.35,2.5,2.21,0.504,3.08,0.06,4.447,1.771,984.0,894.0,-24.0,annealing,furnace,25.8,176.4,poor
85.79,0.314,1.01,1.27,2.7,2.64,2.73,0.296,3.18,0.07,1.852,0.805,764.0,918.0,268.0,quenching,water,53.3,130.1,poor
83.38,0.407,0.54,0.51,0.7,7.74,1.24,0.778,4.6,0.1,1.56,0.78,648.0,807.0,196.0,annealing,furnace,16.5,90.0,poor
88.39,0.418,0.5,1.04,3.5,4.14,0.86,0.425,0.65,0.08,1.829,0.834,724.0,810.0,209.0,annealing,furnace,17.2,83.5,poor
78.44,0.827,1.87,0.85,4.98,6.77,2.94,0.03,3.18,0.12,3.017,1.498,762.0,802.0,-39.0,quenching,water,68.0,170.1,poor
76.0,0.579,0.4,1.29,11.84,7.3,1.36,0.246,0.59,0.4,3.996,1.506,805.0,731.0,-28.0,tempering,air,41.0,158.6,poor
69.48,0.261,1.58,1.83,13.96,6.31,2.46,0.056,3.91,0.15,4.292,1.386,908.0,865.0,74.0,tempering,air,43.1,197.5,poor
87.3,0.625,1.44,0.42,2.93,3.26,1.85,0.145,1.9,0.13,1.907,1.04,771.0,838.0,155.0,annealing,furnace,24.5,105.0,poor
79.83,0.908,1.81,0.59,11.05,1.17,1.3,0.626,2.69,0.03,3.681,1.72,957.0,886.0,-27.0,normalizing,air,45.2,128.0,poor
82.01,0.975,0.73,1.36,2.68,6.33,0.84,0.171,4.7,0.21,2.377,1.391,702.0,690.0,-66.0,quenching,air,65.1,102.1,poor
88.2,0.749,1.81,1.22,2.62,0.6,2.67,0.67,1.1,0.36,2.207,1.274,808.0,960.0,123.0,quenching,oil,66.6,127.7,poor
89.53,0.267,1.92,2.0,0.22,0.73,1.3,0.034,3.67,0.33,0.981,0.561,776.0,924.0,340.0,quenching,oil,48.7,73.4,poor
77.3,1.198,1.87,0.81,5.95,6.21,1.16,0.699,4.59,0.2,3.323,1.86,798.0,787.0,-183.0,annealing,furnace,34.4,126.6,poor
75.03,0.901,1.92,0.94,7.67,7.19,2.02,0.874,3.09,0.37,3.675,1.756,801.0,848.0,-106.0,quenching,oil,68.0,160.1,poor
79.45,0.474,1.56,0.99,5.44,7.61,1.66,0.192,2.36,0.26,2.621,1.117,740.0,797.0,96.0,tempering,air,37.2,131.7,poor
76.21,0.605,1.83,1.46,10.93,4.18,1.57,0.532,2.46,0.23,3.749,1.525,894.0,875.0,21.0,quenching,air,67.4,150.1,poor
72.46,0.526,0.49,0.53,13.19,6.9,0.73,0.118,4.8,0.24,3.9,1.417,873.0,715.0,13.0,normalizing,air,29.0,136.3,poor
86.54,0.409,0.1,1.9,6.45,0.66,0.49,0.323,2.76,0.35,2.247,0.924,825.0,824.0,215.0,quenching,air,57.3,81.9,poor
83.83,1.153,1.54,1.7,4.85,3.05,1.61,0.452,1.3,0.5,3.058,1.761,793.0,813.0,-125.0,normalizing,air,52.6,130.0,poor
75.55,0.252,2.0,1.42,13.46,4.03,0.86,0.437,2.0,0.01,3.709,1.231,942.0,909.0,149.0,normalizing,air,26.3,133.4,poor
85.12,0.534,0.68,1.0,2.58,4.88,0.13,0.388,4.47,0.21,1.661,0.875,726.0,762.0,164.0,normalizing,air,28.2,62.1,poor
85.34,1.074,1.63,0.57,2.12,3.79,0.52,0.476,4.22,0.25,2.062,1.421,767.0,781.0,-29.0,normalizing,air,44.7,73.6,poor
83.57,0.863,0.76,0.85,4.83,6.22,0.93,0.014,1.83,0.14,2.583,1.346,728.0,691.0,-27.0,annealing,furnace,24.0,107.6,poor
84.76,0.102,0.41,0.89,6.45,3.22,0.96,0.812,2.08,0.32,2.131,0.698,797.0,929.0,326.0,annealing,furnace,10.0,89.8,poor
85.45,0.55,0.33,0.41,8.12,3.63,0.52,0.107,0.72,0.16,2.621,1.101,813.0,746.0,127.0,quenching,water,62.7,90.9,poor
84.37,0.237,1.99,1.06,2.55,7.16,0.69,0.926,0.59,0.42,1.752,0.763,699.0,910.0,244.0,annealing,furnace,11.7,82.5,poor
79.21,0.831,0.65,0.37,11.39,2.04,0.84,0.45,3.75,0.46,3.597,1.599,924.0,796.0,-4.0,quenching,water,67.2,115.7,poor
81.51,0.173,1.5,1.74,10.43,2.22,0.68,0.565,0.98,0.19,2.959,0.98,897.0,939.0,242.0,normalizing,air,22.3,107.3,poor
75.72,0.824,0.63,0.43,11.31,6.84,1.28,0.956,1.64,0.38,4.086,1.745,827.0,790.0,-90.0,normalizing,air,42.0,148.1,poor
83.82,1.16,0.99,1.86,5.48,2.08,0.22,0.452,3.44,0.49,2.872,1.679,815.0,758.0,-113.0,tempering,air,35.8,89.1,poor
85.2,0.319,1.56,0.36,5.98,2.87,0.99,0.57,1.96,0.2,2.09,0.868,834.0,912.0,263.0,normalizing,air,21.5,85.9,poor
84.11,1.023,1.24,0.44,5.81,4.45,0.75,0.04,1.9,0.23,2.729,1.517,793.0,720.0,-62.0,normalizing,air,42.7,99.4,poor
84.96,1.066,1.92,1.88,4.11,2.05,2.22,0.941,0.67,0.19,2.983,1.715,802.0,923.0,-72.0,annealing,furnace,28.9,140.4,poor
82.87,0.236,1.27,1.41,0.9,6.18,1.82,0.397,4.92,0.01,1.506,0.658,691.0,873.0,262.0,annealing,furnace,15.9,107.6,poor
73.29,0.101,1.38,1.84,12.86,4.52,2.69,0.108,2.72,0.49,3.873,1.172,906.0,935.0,185.0,quenching,water,36.9,188.5,poor
78.38,1.115,1.77,0.84,13.97,1.04,0.88,0.644,0.85,0.49,4.457,2.08,994.0,854.0,-152.0,quenching,water,64.2,136.2,poor
88.99,0.37,1.0,1.62,1.81,5.34,0.3,0.095,0.21,0.27,1.455,0.707,680.0,769.0,215.0,annealing,furnace,18.2,68.0,poor
80.2,1.088,1.38,1.31,4.7,6.9,0.16,0.9,3.26,0.09,2.926,1.655,737.0,754.0,-142.0,normalizing,air,54.4,95.9,poor
82.58,0.898,1.6,1.32,4.33,2.86,1.53,0.246,4.27,0.37,2.555,1.427,812.0,819.0,4.0,annealing,furnace,31.6,115.1,poor
82.38,0.697,0.85,0.31,7.02,0.97,2.77,0.922,4.02,0.08,2.959,1.388,876.0,947.0,112.0,annealing,furnace,23.7,143.9,poor
73.32,0.759,1.49,1.75,9.73,5.03,2.96,0.862,3.67,0.42,4.125,1.771,854.0,906.0,-64.0,annealing,furnace,27.1,195.4,poor
78.01,1.057,1.31,1.74,2.32,6.93,2.98,0.662,4.88,0.11,3.008,1.689,700.0,817.0,-134.0,annealing,furnace,34.4,172.2,poor
79.02,0.41,0.16,1.11,13.01,2.67,1.26,0.157,1.73,0.48,3.689,1.289,906.0,803.0,118.0,annealing,furnace,19.3,137.7,poor
76.1,0.603,0.95,1.02,10.5,5.85,1.54,0.741,2.64,0.05,3.723,1.488,839.0,832.0,11.0,tempering,air,34.8,149.5,poor
89.79,0.7,0.48,0.52,1.05,2.61,2.07,0.914,1.6,0.27,1.785,1.08,719.0,882.0,153.0,quenching,oil,65.7,101.9,poor
85.69,0.671,1.84,1.72,4.17,2.5,1.61,0.125,1.26,0.41,2.334,1.21,799.0,852.0,96.0,quenching,water,65.6,114.8,poor
84.72,0.154,1.44,1.24,6.51,1.61,1.87,0.275,2.15,0.03,2.202,0.77,852.0,958.0,315.0,normalizing,air,25.3,115.7,poor
82.37,0.288,0.55,0.97,9.46,2.49,1.8,0.349,1.29,0.43,2.967,1.046,859.0,881.0,216.0,normalizing,air,20.5,131.8,poor
81.91,0.683,1.85,1.95,3.89,4.66,1.39,0.547,2.66,0.46,2.515,1.285,764.0,855.0,51.0,annealing,furnace,27.9,118.0,poor
79.42,0.162,0.24,0.85,11.17,2.28,2.62,0.645,2.34,0.27,3.362,1.062,890.0,954.0,249.0,quenching,oil,46.8,160.4,poor
74.26,1.171,0.43,1.76,10.17,5.69,2.51,0.136,3.48,0.39,4.434,2.078,819.0,716.0,-253.0,tempering,air,31.6,194.9,poor
81.33,0.124,0.76,1.77,9.8,1.68,1.4,0.088,2.6,0.45,2.817,0.88,884.0,900.0,274.0,quenching,water,42.2,122.8,poor
88.31,0.775,0.54,1.98,0.98,4.94,0.77,0.882,0.61,0.21,1.975,1.174,659.0,796.0,46.0,quenching,air,65.4,88.1,poor
80.57,0.305,1.48,1.69,6.94,3.03,1.9,0.651,3.3,0.14,2.695,1.035,839.0,945.0,207.0,normalizing,air,23.7,131.7,poor
79.89,0.359,1.97,1.49,5.81,6.03,1.4,0.213,2.44,0.39,2.521,1.024,780.0,851.0,154.0,normalizing,air,25.9,122.3,poor
75.12,0.721,0.78,1.21,11.25,4.5,1.92,0.472,3.58,0.45,3.981,1.643,874.0,814.0,-33.0,quenching,oil,68.0,163.5,poor
86.7,0.218,1.4,0.94,4.22,1.43,1.72,0.348,2.54,0.48,1.76,0.72,821.0,946.0,329.0,tempering,air,24.4,97.2,poor
73.24,0.137,1.41,1.6,11.59,7.76,2.51,0.208,1.15,0.38,3.81,1.181,823.0,881.0,136.0,tempering,air,26.2,188.2,poor
86.32,0.425,1.46,1.11,4.37,4.56,0.21,0.662,0.74,0.14,1.972,0.911,759.0,849.0,190.0,tempering,air,21.3,71.1,poor
86.92,1.164,0.14,1.91,3.24,3.51,0.93,0.154,1.76,0.27,2.599,1.576,718.0,689.0,-120.0,quenching,water,66.1,105.4,poor
88.04,0.975,1.43,0.87,1.19,2.89,0.54,0.933,2.65,0.48,1.877,1.327,748.0,844.0,31.0,normalizing,air,41.7,67.0,poor
79.36,1.01,0.58,1.23,9.42,5.96,0.09,0.476,1.46,0.42,3.637,1.735,799.0,693.0,-146.0,quenching,oil,65.4,111.0,poor
75.09,0.41,1.04,1.92,14.23,2.23,2.65,0.877,1.25,0.3,4.451,1.569,948.0,967.0,75.0,normalizing,air,26.3,192.1,poor
81.78,0.904,1.74,0.75,8.83,0.28,0.23,0.964,4.48,0.04,3.056,1.56,943.0,898.0,20.0,tempering,air,35.0,82.8,poor
84.27,1.072,1.63,1.27,5.22,4.21,0.09,0.245,1.83,0.16,2.687,1.56,789.0,737.0,-92.0,quenching,oil,66.9,84.8,poor
87.89,0.182,0.64,1.11,3.15,0.64,1.3,0.448,4.58,0.06,1.392,0.562,806.0,930.0,369.0,annealing,furnace,10.7,76.9,poor
82.53,0.455,0.28,1.97,6.62,3.47,0.27,0.744,3.6,0.07,2.545,1.047,790.0,819.0,143.0,tempering,air,40.6,88.8,poor
78.59,1.196,0.44,1.6,9.11,5.16,0.79,0.097,2.72,0.31,3.827,1.91,807.0,665.0,-223.0,normalizing,air,49.3,134.9,poor
89.32,0.83,0.66,1.52,2.03,1.67,2.36,0.634,0.48,0.48,2.233,1.303,739.0,870.0,70.0,annealing,furnace,24.1,124.5,poor
88.06,0.5,1.26,0.68,2.18,5.26,0.02,0.907,0.91,0.22,1.599,0.876,710.0,838.0,187.0,tempering,air,40.1,54.2,poor
84.86,0.256,0.78,1.9,8.27,0.29,0.17,0.236,3.11,0.12,2.337,0.837,884.0,868.0,266.0,quenching,oil,52.3,76.9,poor
83.88,0.533,0.81,0.83,9.45,1.61,0.88,0.085,1.88,0.03,2.864,1.17,886.0,810.0,139.0,normalizing,air,33.7,104.0,poor
85.02,1.016,1.25,0.6,5.7,0.66,2.33,0.745,2.45,0.23,2.931,1.625,858.0,902.0,-7.0,annealing,furnace,32.1,132.4,poor
84.58,1.013,0.9,0.31,10.66,0.38,0.83,0.493,0.5,0.34,3.51,1.719,927.0,818.0,-41.0,quenching,oil,67.1,108.2,poor
88.35,0.498,1.33,0.98,3.37,1.41,2.17,0.751,0.98,0.16,2.024,1.011,795.0,951.0,217.0,quenching,water,62.9,112.4,poor
89.48,0.535,0.19,1.56,2.04,2.32,0.95,0.349,2.33,0.25,1.633,0.871,726.0,801.0,192.0,quenching,water,65.6,79.2,poor
80.79,0.279,1.33,1.64,6.93,6.71,1.33,0.568,0.35,0.07,2.77,1.013,754.0,861.0,158.0,quenching,water,48.6,128.5,poor
79.4,0.725,0.28,1.46,10.34,3.62,2.06,0.799,0.99,0.32,3.871,1.618,839.0,842.0,-17.0,normalizing,air,38.1,162.0,poor
77.08,0.637,1.95,0.59,10.32,5.56,2.16,0.101,1.44,0.17,3.632,1.502,867.0,829.0,12.0,tempering,air,26.3,162.2,poor
79.26,0.504,0.77,1.99,12.26,1.99,0.56,0.084,2.41,0.17,3.56,1.329,917.0,796.0,77.0,tempering,air,28.2,121.0,poor
74.92,0.895,0.22,1.88,13.97,3.17,1.25,0.82,2.48,0.4,4.655,1.933,911.0,804.0,-131.0,annealing,furnace,31.5,161.8,poor
85.36,0.1,0.8,0.9,7.56,1.06,2.07,0.596,1.06,0.49,2.398,0.79,857.0,993.0,344.0,tempering,air,11.8,120.1,poor
80.58,0.255,0.58,1.13,7.85,4.39,0.64,0.927,3.52,0.13,2.628,0.938,813.0,883.0,219.0,normalizing,air,18.2,97.3,poor
92.15,0.785,0.61,1.94,1.71,1.26,0.14,0.795,0.47,0.14,1.73,1.104,734.0,825.0,104.0,annealing,furnace,27.9,57.8,poor
84.36,1.115,0.46,1.14,2.32,5.65,2.5,0.389,1.98,0.1,2.728,1.608,684.0,749.0,-114.0,normalizing,air,48.4,147.7,poor
83.85,1.16,0.31,1.98,2.38,3.88,0.91,0.42,4.79,0.32,2.513,1.572,720.0,718.0,-116.0,quenching,water,63.5,102.8,poor
78.41,0.791,0.96,1.9,5.29,4.68,2.55,0.959,4.0,0.47,3.211,1.55,770.0,881.0,-19.0,annealing,furnace,23.5,161.5,poor
77.62,0.506,1.94,1.67,11.05,3.29,2.64,0.093,0.72,0.48,3.792,1.471,902.0,896.0,63.0,annealing,furnace,15.6,179.5,poor
78.31,1.077,0.79,1.04,7.42,6.89,0.88,0.052,3.14,0.41,3.407,1.725,768.0,663.0,-166.0,normalizing,air,47.9,127.9,poor
79.82,1.065,0.73,0.67,11.23,0.73,2.82,0.156,2.29,0.49,4.099,1.924,933.0,827.0,-102.0,quenching,oil,66.4,176.7,poor
70.75,0.954,1.69,1.94,13.91,4.98,2.2,0.594,2.53,0.44,4.981,2.114,923.0,843.0,-196.0,annealing,furnace,30.0,199.1,poor
83.89,0.758,0.91,0.37,5.06,2.57,1.7,0.764,3.56,0.43,2.524,1.314,814.0,868.0,88.0,quenching,water,67.6,110.4,poor
78.9,0.465,0.12,1.59,10.23,4.52,2.07,0.538,1.19,0.38,3.624,1.346,818.0,829.0,75.0,tempering,air,25.0,161.6,poor
83.76,0.885,0.26,1.54,6.54,1.32,0.47,0.748,4.14,0.34,2.803,1.442,833.0,803.0,12.0,quenching,oil,66.3,90.2,poor
76.88,0.14,1.68,0.56,12.04,4.82,0.53,0.753,2.27,0.32,3.24,1.033,906.0,931.0,228.0,quenching,water,44.1,108.8,poor
85.62,1.197,1.07,1.25,4.28,3.33,1.5,0.258,1.19,0.3,2.856,1.706,768.0,759.0,-127.0,quenching,oil,68.0,121.3,poor
75.03,0.709,1.44,0.64,11.19,2.88,2.98,0.979,3.99,0.17,4.047,1.701,928.0,955.0,11.0,normalizing,air,38.6,182.3,poor
77.07,0.859,0.78,1.89,8.75,6.64,2.39,0.046,1.34,0.24,3.869,1.703,774.0,736.0,-123.0,quenching,water,66.1,183.1,poor
82.66,0.169,0.45,1.36,9.79,1.31,2.84,0.177,0.91,0.32,3.067,0.987,875.0,935.0,263.0,quenching,water,46.4,161.5,poor
84.82,0.183,0.4,1.83,4.13,6.54,0.51,0.048,1.17,0.37,1.886,0.66,686.0,763.0,237.0,normalizing,air,23.4,89.1,poor
87.57,0.558,0.27,0.58,0.75,5.13,1.6,0.917,2.32,0.32,1.671,0.933,669.0,838.0,173.0,tempering,air,49.2,94.2,poor
76.4,0.998,0.74,1.05,14.36,2.27,1.85,0.101,2.06,0.17,4.598,1.973,955.0,775.0,-143.0,normalizing,air,39.3,172.0,poor
76.02,0.796,0.11,1.18,8.93,7.69,1.95,0.575,2.71,0.05,3.799,1.623,756.0,738.0,-92.0,tempering,air,47.0,166.6,poor
82.65,0.557,0.93,1.91,8.25,1.74,1.83,0.889,1.07,0.17,3.198,1.345,851.0,924.0,101.0,normalizing,air,35.2,138.5,poor
