Fe,C,Si,Mn,Cr,Ni,Mo,N,steel_type,PREN,CPT_C,corrosion_rate_mm_year,corrosion_resistance,environment
94.32,0.153,0.61,1.0,3.57,0.03,0.31,0.0,low_alloy,4.6,-17.4,0.7421,low,seawater
97.17,0.389,0.8,1.09,0.42,0.13,0.0,0.0,carbon,0.4,-19.3,0.1276,low,atmospheric
95.67,0.323,0.48,1.54,1.34,0.15,0.5,0.0,low_alloy,3.0,-19.9,0.4477,low,industrial
92.94,0.371,0.78,1.98,1.48,1.79,0.66,0.0,low_alloy,3.6,-20.0,0.2262,low,seawater
76.28,0.131,0.52,1.98,13.41,6.3,1.33,0.049,stainless,18.6,23.1,0.0039,moderate,atmospheric
66.31,0.027,0.54,0.54,24.01,4.9,3.44,0.236,duplex,39.1,63.0,0.0012,very_good,industrial
64.28,0.045,0.49,1.35,24.19,5.74,3.76,0.139,duplex,38.8,63.9,0.0029,very_good,atmospheric
97.33,0.32,0.73,0.82,0.49,0.3,0.0,0.0,carbon,0.5,-20.0,0.1226,low,seawater
97.17,0.446,0.66,1.2,0.29,0.22,0.0,0.0,carbon,0.3,-20.0,0.2523,low,industrial
94.24,0.268,0.38,1.62,1.59,1.28,0.62,0.0,low_alloy,3.6,-20.0,0.2472,low,acidic
93.67,0.354,0.53,1.39,2.73,0.59,0.74,0.0,low_alloy,5.2,-15.7,0.1935,low,atmospheric
69.28,0.147,0.8,0.98,15.46,11.42,1.88,0.021,stainless,22.0,20.9,0.017,good,industrial
69.45,0.061,0.33,1.68,14.85,11.85,1.65,0.134,stainless,22.4,31.2,0.0022,good,industrial
92.68,0.295,0.9,1.09,1.73,2.64,0.66,0.0,low_alloy,3.9,-20.0,0.1069,low,industrial
64.55,0.03,0.82,1.24,23.14,6.72,3.4,0.106,duplex,36.0,51.2,0.0065,very_good,acidic
69.96,0.121,0.69,1.66,15.1,11.53,0.77,0.166,stainless,20.3,23.3,0.0075,good,acidic
94.91,0.229,0.81,0.63,2.22,1.0,0.21,0.0,low_alloy,2.9,-20.0,0.5066,low,atmospheric
98.12,0.479,0.67,0.62,0.02,0.09,0.0,0.0,carbon,0.0,-20.0,0.1353,low,industrial
90.86,0.398,0.29,1.91,4.09,1.55,0.9,0.0,low_alloy,7.1,-7.8,0.3207,low,industrial
61.49,0.046,0.33,1.47,26.22,6.53,3.67,0.251,duplex,42.3,74.0,0.0026,excellent,atmospheric
63.4,0.022,0.24,1.21,26.91,5.6,2.34,0.287,duplex,39.2,64.4,0.0085,very_good,seawater
96.02,0.386,0.53,1.12,0.96,0.47,0.51,0.0,low_alloy,2.6,-18.0,0.1705,low,seawater
68.8,0.046,0.74,0.97,21.13,4.86,3.34,0.111,duplex,33.9,49.1,0.0053,very_good,seawater
97.13,0.478,0.26,1.57,0.27,0.29,0.0,0.0,carbon,0.3,-20.0,0.2755,low,atmospheric
68.25,0.026,0.81,1.22,21.41,4.68,3.32,0.286,duplex,36.9,53.9,0.0102,very_good,acidic
72.27,0.049,0.42,1.27,16.82,9.13,0.04,0.004,stainless,17.0,5.5,0.0054,moderate,industrial
98.32,0.189,0.45,0.52,0.05,0.47,0.0,0.0,carbon,0.0,-20.0,0.2673,low,acidic
64.53,0.148,0.97,1.14,19.76,11.25,2.12,0.085,stainless,28.1,43.8,0.0037,good,acidic
97.61,0.183,0.72,1.07,0.29,0.12,0.0,0.0,carbon,0.3,-20.0,0.2949,low,seawater
70.01,0.047,0.55,1.03,20.44,4.27,3.4,0.254,duplex,35.7,64.2,0.0043,very_good,atmospheric
97.7,0.465,0.83,0.53,0.15,0.32,0.0,0.0,carbon,0.1,-20.0,0.3382,low,seawater
76.37,0.02,0.3,1.56,14.31,6.72,0.66,0.067,stainless,17.5,12.9,0.004,moderate,acidic
92.08,0.28,0.89,1.73,4.54,0.26,0.21,0.0,low_alloy,5.2,-17.3,0.4879,low,atmospheric
62.54,0.046,0.83,1.11,26.73,4.88,3.68,0.185,duplex,41.8,74.3,0.0017,excellent,atmospheric
69.04,0.04,0.89,0.98,19.42,9.34,0.25,0.046,stainless,21.0,21.2,0.0073,good,industrial
64.61,0.021,0.87,1.29,22.13,7.64,3.19,0.243,duplex,36.6,62.7,0.0197,very_good,seawater
68.99,0.109,0.66,1.06,13.22,13.51,2.39,0.051,stainless,21.9,24.4,0.0076,good,industrial
97.4,0.327,0.26,1.45,0.42,0.15,0.0,0.0,carbon,0.4,-20.0,0.3787,low,seawater
62.98,0.025,0.39,1.6,26.31,5.93,2.47,0.293,duplex,39.1,66.1,0.0127,very_good,seawater
96.4,0.177,0.59,1.99,0.38,0.46,0.0,0.0,carbon,0.4,-20.0,0.2117,low,seawater
64.66,0.04,0.69,1.83,21.3,7.61,3.6,0.274,duplex,37.6,64.6,0.0279,very_good,industrial
66.94,0.035,0.28,1.18,21.19,7.79,2.44,0.14,duplex,31.5,58.8,0.0042,very_good,industrial
66.26,0.029,0.5,0.67,25.05,4.78,2.46,0.261,duplex,37.3,61.4,0.002,very_good,acidic
68.66,0.045,0.33,1.37,21.2,4.45,3.76,0.189,duplex,36.6,56.7,0.0014,very_good,industrial
91.71,0.277,0.31,1.15,4.81,0.98,0.77,0.0,low_alloy,7.3,-11.9,0.208,low,atmospheric
96.82,0.467,0.65,1.69,0.29,0.09,0.0,0.0,carbon,0.3,-20.0,0.1078,low,atmospheric
74.09,0.026,0.32,1.96,13.95,6.74,2.88,0.034,stainless,24.0,38.1,0.005,good,seawater
97.7,0.103,0.61,1.11,0.2,0.28,0.0,0.0,carbon,0.2,-20.0,0.4101,low,industrial
93.82,0.291,0.59,1.03,1.33,2.58,0.36,0.0,low_alloy,2.5,-20.0,0.1217,low,acidic
69.92,0.045,0.35,0.67,20.92,4.62,3.21,0.263,duplex,35.7,55.4,0.0018,very_good,industrial
64.27,0.023,0.7,0.55,26.6,4.38,3.2,0.284,duplex,41.7,78.4,0.0049,excellent,atmospheric
93.8,0.175,0.72,1.1,2.77,0.71,0.72,0.0,low_alloy,5.2,-16.1,0.3564,low,industrial
69.88,0.117,0.6,1.23,16.82,11.04,0.19,0.124,stainless,19.4,9.3,0.0065,moderate,acidic
93.54,0.19,0.65,1.82,1.71,1.49,0.59,0.0,low_alloy,3.7,-20.0,0.3932,low,acidic
64.76,0.037,0.78,1.95,22.92,5.44,3.92,0.191,duplex,38.9,66.1,0.0022,very_good,industrial
97.09,0.484,0.31,1.39,0.35,0.38,0.0,0.0,carbon,0.3,-20.0,0.1335,low,acidic
97.72,0.238,0.28,1.41,0.31,0.04,0.0,0.0,carbon,0.3,-20.0,0.1318,low,industrial
92.66,0.116,0.73,1.71,3.73,0.42,0.64,0.0,low_alloy,5.8,-9.4,0.2005,low,seawater
66.93,0.125,1.0,1.19,15.55,12.78,2.33,0.1,stainless,24.8,37.4,0.0083,good,industrial
70.73,0.124,0.29,0.69,16.57,9.6,1.99,0.007,stainless,23.2,34.2,0.0065,good,acidic
97.39,0.357,0.78,0.97,0.49,0.02,0.0,0.0,carbon,0.5,-20.0,0.1832,low,acidic
98.42,0.35,0.29,0.72,0.13,0.08,0.0,0.0,carbon,0.1,-20.0,0.5052,low,acidic
63.37,0.146,0.88,1.19,18.68,13.1,2.45,0.192,stainless,29.8,48.7,0.0104,good,industrial
96.96,0.383,0.43,1.83,0.35,0.04,0.0,0.0,carbon,0.3,-20.0,0.2783,low,atmospheric
73.63,0.131,0.78,1.19,13.99,9.27,0.83,0.174,stainless,19.5,21.8,0.0137,moderate,industrial
98.04,0.268,0.84,0.68,0.14,0.03,0.0,0.0,carbon,0.1,-20.0,0.2056,low,acidic
66.97,0.079,0.7,1.97,14.52,12.64,2.93,0.188,stainless,27.2,40.8,0.004,good,acidic
97.83,0.172,0.68,0.62,0.31,0.4,0.0,0.0,carbon,0.3,-20.0,0.2891,low,acidic
61.8,0.026,0.22,1.13,25.16,7.51,3.97,0.182,duplex,41.2,76.7,0.0288,excellent,industrial
96.94,0.363,0.49,1.86,0.34,0.0,0.0,0.0,carbon,0.3,-20.0,0.334,low,atmospheric
66.31,0.023,0.32,1.48,21.72,6.22,3.8,0.119,duplex,36.2,56.1,0.003,very_good,atmospheric
90.96,0.275,0.34,1.57,4.57,1.59,0.69,0.0,low_alloy,6.9,-15.5,0.3092,low,acidic
65.68,0.04,0.93,1.92,21.48,6.37,3.34,0.239,duplex,36.3,61.9,0.0012,very_good,atmospheric
97.42,0.116,0.89,1.27,0.11,0.19,0.0,0.0,carbon,0.1,-20.0,0.3093,low,atmospheric
97.33,0.341,0.95,0.82,0.41,0.15,0.0,0.0,carbon,0.4,-20.0,0.2882,low,atmospheric
75.64,0.109,0.94,1.78,14.31,6.43,0.75,0.035,stainless,17.4,13.6,0.0048,moderate,atmospheric
65.98,0.026,0.78,1.98,21.4,7.07,2.65,0.113,duplex,32.0,41.8,0.0057,very_good,industrial
96.36,0.381,0.89,1.47,0.44,0.45,0.0,0.0,carbon,0.4,-20.0,0.2195,low,industrial
97.06,0.367,0.37,1.85,0.11,0.25,0.0,0.0,carbon,0.1,-20.0,0.1947,low,acidic
98.08,0.188,0.59,0.67,0.38,0.09,0.0,0.0,carbon,0.4,-20.0,0.2501,low,seawater
95.31,0.327,0.72,0.59,0.73,1.48,0.85,0.0,low_alloy,3.5,-18.1,0.1379,low,atmospheric
66.59,0.039,0.4,1.55,21.42,6.2,3.62,0.175,duplex,36.2,50.9,0.0017,very_good,atmospheric
63.03,0.048,0.38,0.54,26.75,5.73,3.25,0.271,duplex,41.8,79.0,0.008,excellent,atmospheric
97.19,0.377,0.65,1.47,0.29,0.03,0.0,0.0,carbon,0.3,-20.0,0.3052,low,atmospheric
62.18,0.036,0.87,1.47,26.3,5.86,3.04,0.256,duplex,40.4,69.2,0.0012,excellent,seawater
63.53,0.037,0.66,1.56,25.64,6.34,2.08,0.152,duplex,34.9,53.3,0.0211,very_good,acidic
70.31,0.136,0.24,0.86,15.74,11.98,0.72,0.013,stainless,18.3,22.7,0.0291,moderate,atmospheric
91.27,0.381,0.85,1.85,3.72,1.33,0.6,0.0,low_alloy,5.7,-16.0,0.7269,low,acidic
89.09,0.262,0.72,1.71,4.86,2.88,0.48,0.0,low_alloy,6.4,-7.7,0.1236,low,industrial
93.85,0.245,0.92,0.96,3.58,0.35,0.1,0.0,low_alloy,3.9,-20.0,0.1792,low,seawater
67.72,0.074,0.95,0.99,18.66,9.21,2.28,0.105,stainless,27.9,41.1,0.0144,good,acidic
97.65,0.218,0.41,1.3,0.27,0.16,0.0,0.0,carbon,0.3,-20.0,0.9806,low,acidic
93.07,0.173,0.51,1.77,1.59,2.38,0.51,0.0,low_alloy,3.3,-20.0,0.1153,low,seawater
73.73,0.038,0.34,0.88,14.78,10.19,0.0,0.038,stainless,15.4,0.7,0.0028,moderate,atmospheric
62.65,0.05,0.76,1.45,24.16,7.05,3.64,0.234,duplex,39.9,72.7,0.0031,very_good,seawater
91.66,0.128,0.53,1.16,4.27,1.35,0.91,0.0,low_alloy,7.3,-10.8,0.219,low,industrial
97.41,0.406,0.36,1.33,0.18,0.32,0.0,0.0,carbon,0.2,-20.0,0.5524,low,seawater
98.36,0.11,0.58,0.53,0.42,0.0,0.0,0.0,carbon,0.4,-20.0,0.187,low,atmospheric
61.61,0.031,0.23,1.61,26.49,6.56,3.29,0.175,duplex,40.2,71.6,0.0064,excellent,industrial
62.67,0.042,0.21,1.43,24.99,6.63,3.81,0.222,duplex,41.1,81.8,0.0105,excellent,atmospheric
66.53,0.076,0.29,1.41,17.21,11.64,2.68,0.168,stainless,28.7,33.7,0.003,good,atmospheric
65.56,0.025,0.77,0.74,25.64,4.59,2.53,0.144,duplex,36.3,64.7,0.0012,very_good,seawater
94.13,0.192,0.23,0.88,2.29,2.26,0.01,0.0,low_alloy,2.3,-16.0,0.2463,low,acidic
71.82,0.096,0.45,1.97,17.19,6.49,1.85,0.143,stainless,25.6,32.5,0.0026,good,seawater
96.98,0.371,0.87,1.02,0.33,0.44,0.0,0.0,carbon,0.3,-20.0,0.2247,low,industrial
68.31,0.028,0.67,1.43,20.35,6.33,2.71,0.176,duplex,32.1,50.7,0.0068,very_good,acidic
90.2,0.398,0.49,1.82,4.81,2.12,0.16,0.0,low_alloy,5.3,-13.9,0.234,low,seawater
93.02,0.111,0.69,0.76,2.45,2.1,0.86,0.0,low_alloy,5.3,-17.2,0.534,low,industrial
69.22,0.034,0.54,1.38,15.71,11.59,1.35,0.174,stainless,23.0,27.7,0.0035,good,seawater
69.78,0.028,0.31,1.95,20.31,4.65,2.85,0.126,duplex,31.7,41.9,0.0066,very_good,seawater
64.3,0.028,0.76,1.92,23.59,6.38,2.84,0.179,duplex,35.8,56.6,0.0078,very_good,atmospheric
93.56,0.323,0.86,0.6,3.78,0.13,0.74,0.0,low_alloy,6.2,-3.5,0.178,low,atmospheric
63.34,0.035,0.42,1.08,24.86,6.01,3.96,0.287,duplex,42.5,71.7,0.0062,excellent,industrial
64.3,0.045,0.36,1.25,26.2,4.06,3.58,0.201,duplex,41.2,72.2,0.0196,excellent,atmospheric
92.94,0.397,0.21,1.42,3.28,1.47,0.29,0.0,low_alloy,4.2,-16.5,0.2543,low,seawater
92.03,0.195,0.94,1.61,2.98,2.04,0.21,0.0,low_alloy,3.7,-7.6,0.111,low,atmospheric
97.24,0.472,1.0,0.69,0.4,0.21,0.0,0.0,carbon,0.4,-20.0,0.2157,low,acidic
63.34,0.044,0.23,1.46,25.47,5.42,3.87,0.174,duplex,41.0,73.3,0.0055,excellent,acidic
65.4,0.142,0.22,1.85,17.1,13.52,1.75,0.013,stainless,23.1,28.2,0.0045,good,acidic
67.58,0.029,0.82,1.55,20.26,6.92,2.62,0.21,duplex,32.3,48.5,0.0053,very_good,industrial
91.5,0.378,0.87,1.03,3.24,2.11,0.87,0.0,low_alloy,6.1,-9.8,0.156,low,atmospheric
97.49,0.357,0.56,1.23,0.35,0.0,0.0,0.0,carbon,0.4,-20.0,0.1634,low,industrial
69.15,0.04,0.26,1.52,14.59,11.71,2.62,0.118,stainless,25.1,32.9,0.0078,good,industrial
67.64,0.103,0.73,1.18,18.45,11.17,0.66,0.057,stainless,21.5,28.6,0.0062,good,acidic
97.35,0.454,0.76,0.77,0.44,0.23,0.0,0.0,carbon,0.4,-20.0,0.3138,low,acidic
68.17,0.035,0.43,1.17,22.07,4.19,3.83,0.102,duplex,36.4,61.8,0.0048,very_good,acidic
69.83,0.034,0.88,0.65,21.79,4.35,2.28,0.197,duplex,32.5,56.4,0.0042,very_good,atmospheric
97.44,0.375,0.52,0.87,0.35,0.45,0.0,0.0,carbon,0.4,-20.0,0.257,low,acidic
97.61,0.234,0.55,0.9,0.44,0.27,0.0,0.0,carbon,0.4,-20.0,0.4535,low,acidic
96.47,0.314,0.9,1.9,0.04,0.38,0.0,0.0,carbon,0.0,-20.0,0.2982,low,acidic
96.97,0.348,0.77,1.58,0.01,0.33,0.0,0.0,carbon,0.0,-20.0,0.3037,low,acidic
63.59,0.047,0.6,1.52,24.36,6.91,2.69,0.284,duplex,37.8,67.2,0.0314,very_good,industrial
97.44,0.358,0.99,0.66,0.08,0.48,0.0,0.0,carbon,0.1,-20.0,0.1193,low,acidic
96.41,0.315,0.93,1.85,0.48,0.01,0.0,0.0,carbon,0.5,-20.0,0.4892,low,acidic
64.58,0.035,0.42,1.19,22.83,7.79,3.04,0.116,duplex,34.7,57.3,0.0129,very_good,atmospheric
91.55,0.363,0.75,1.21,2.93,2.76,0.45,0.0,low_alloy,4.4,-16.1,0.1308,low,atmospheric
93.43,0.12,0.59,1.19,2.48,1.95,0.24,0.0,low_alloy,3.3,-20.0,0.2527,low,seawater
92.89,0.186,0.95,1.49,3.14,0.44,0.9,0.0,low_alloy,6.1,-14.0,0.1722,low,industrial
94.58,0.28,0.37,1.48,2.26,0.86,0.17,0.0,low_alloy,2.8,-20.0,0.126,low,industrial
97.57,0.262,0.39,1.5,0.12,0.16,0.0,0.0,carbon,0.1,-20.0,0.3035,low,seawater
94.75,0.31,0.65,0.62,1.24,2.25,0.18,0.0,low_alloy,1.8,-20.0,0.1222,low,atmospheric
96.96,0.236,0.6,1.66,0.38,0.17,0.0,0.0,carbon,0.4,-20.0,0.1459,low,acidic
68.35,0.128,0.25,0.56,19.91,9.55,1.11,0.14,stainless,25.8,40.7,0.0022,good,acidic
66.08,0.028,0.38,0.75,24.56,5.83,2.23,0.149,duplex,34.3,51.4,0.0073,very_good,atmospheric
89.67,0.297,0.39,1.89,4.26,2.94,0.54,0.0,low_alloy,6.0,-8.9,0.5426,low,acidic
92.12,0.269,0.49,1.25,2.62,2.47,0.77,0.0,low_alloy,5.2,-13.8,0.3016,low,acidic
92.84,0.174,0.64,1.75,1.63,2.65,0.33,0.0,low_alloy,2.7,-20.0,0.6927,low,seawater
90.87,0.153,0.42,1.17,4.19,2.36,0.84,0.0,low_alloy,7.0,-14.4,0.3366,low,atmospheric
67.84,0.022,0.81,1.13,20.96,6.39,2.75,0.101,duplex,31.6,54.8,0.0071,very_good,atmospheric
94.75,0.104,0.42,1.52,0.54,1.68,0.98,0.0,low_alloy,3.8,-20.0,0.1378,low,acidic
97.29,0.131,0.38,1.6,0.44,0.16,0.0,0.0,carbon,0.4,-20.0,0.1219,low,seawater
64.29,0.027,0.66,1.03,26.97,4.7,2.04,0.279,duplex,38.2,61.8,0.0082,very_good,industrial
72.18,0.103,0.36,0.96,16.93,6.64,2.73,0.092,stainless,27.4,37.0,0.0093,good,acidic
97.35,0.361,0.73,1.09,0.34,0.12,0.0,0.0,carbon,0.3,-20.0,0.5839,low,acidic
97.48,0.214,0.32,1.77,0.03,0.19,0.0,0.0,carbon,0.0,-20.0,0.1218,low,acidic
68.77,0.049,0.43,0.57,20.95,6.23,2.71,0.3,duplex,34.7,59.5,0.0131,very_good,atmospheric
72.8,0.105,0.88,1.96,12.84,10.18,1.13,0.107,stainless,18.3,19.7,0.0085,moderate,atmospheric
74.38,0.107,0.45,1.66,13.18,7.97,2.12,0.131,stainless,22.3,29.5,0.029,good,atmospheric
91.99,0.303,0.91,1.89,1.72,2.91,0.27,0.0,low_alloy,2.6,-19.2,0.2224,low,industrial
74.56,0.117,0.89,1.75,14.61,6.28,1.62,0.168,stainless,22.7,29.6,0.0034,good,seawater
64.2,0.038,0.65,1.49,24.67,5.34,3.39,0.218,duplex,39.3,62.6,0.0217,very_good,atmospheric
70.97,0.117,0.98,0.54,13.41,11.29,2.69,0.002,stainless,22.3,27.6,0.0011,good,acidic
97.69,0.383,0.74,0.67,0.05,0.47,0.0,0.0,carbon,0.1,-20.0,0.1652,low,industrial
62.17,0.042,0.9,1.06,24.36,7.59,3.72,0.145,duplex,39.0,73.1,0.0067,very_good,atmospheric
65.27,0.043,0.91,1.73,22.25,6.59,3.08,0.123,duplex,34.4,57.5,0.0035,very_good,atmospheric
96.93,0.241,0.89,1.43,0.01,0.49,0.0,0.0,carbon,0.0,-20.0,0.1025,low,acidic
62.51,0.034,0.72,1.72,24.4,6.83,3.58,0.211,duplex,39.6,68.8,0.0305,very_good,acidic
92.74,0.397,0.31,0.69,3.66,1.88,0.32,0.0,low_alloy,4.7,-18.0,0.5028,low,industrial
67.87,0.093,0.37,1.78,19.45,8.04,2.29,0.094,stainless,28.5,38.1,0.0088,good,acidic
96.71,0.127,0.89,1.66,0.21,0.4,0.0,0.0,carbon,0.2,-20.0,0.173,low,industrial
96.68,0.397,0.78,1.77,0.08,0.3,0.0,0.0,carbon,0.1,-20.0,0.256,low,industrial
75.21,0.115,0.84,1.43,14.03,6.11,2.08,0.182,stainless,23.8,25.8,0.039,good,seawater
71.14,0.088,0.24,1.04,12.1,13.57,1.75,0.078,stainless,19.1,11.1,0.0163,moderate,seawater
60.21,0.026,0.57,2.0,26.06,7.14,3.9,0.1,duplex,40.5,72.3,0.0177,excellent,industrial
97.08,0.348,0.27,1.54,0.36,0.4,0.0,0.0,carbon,0.4,-20.0,0.4856,low,industrial
97.26,0.363,0.9,0.85,0.4,0.23,0.0,0.0,carbon,0.4,-20.0,0.3439,low,seawater
70.79,0.025,0.34,1.99,14.27,9.94,2.53,0.102,stainless,24.3,31.0,0.002,good,seawater
65.78,0.045,0.36,1.92,23.12,4.96,3.61,0.209,duplex,38.4,69.5,0.0306,very_good,seawater
97.31,0.126,0.25,1.84,0.32,0.16,0.0,0.0,carbon,0.3,-20.0,0.1923,low,industrial
92.35,0.117,0.62,0.91,3.15,2.41,0.45,0.0,low_alloy,4.6,-18.1,0.3667,low,atmospheric
75.59,0.029,0.85,1.86,13.32,7.03,1.31,0.013,stainless,17.8,14.1,0.0083,moderate,acidic
93.72,0.12,0.37,0.74,3.51,1.04,0.5,0.0,low_alloy,5.2,-20.0,0.1558,low,industrial
97.97,0.211,0.64,0.5,0.35,0.33,0.0,0.0,carbon,0.3,-20.0,0.5152,low,seawater
96.92,0.459,0.88,1.11,0.31,0.32,0.0,0.0,carbon,0.3,-20.0,0.3658,low,seawater
66.55,0.043,0.38,1.21,24.62,4.32,2.59,0.288,duplex,37.8,61.0,0.003,very_good,seawater
90.78,0.239,0.54,1.81,4.44,1.55,0.65,0.0,low_alloy,6.6,-14.7,0.3173,low,acidic
97.16,0.291,0.92,0.84,0.41,0.37,0.0,0.0,carbon,0.4,-20.0,0.1234,low,industrial
90.26,0.37,1.0,1.37,4.65,1.82,0.54,0.0,low_alloy,6.4,-17.2,0.6247,low,industrial
94.8,0.187,0.87,1.41,0.56,1.32,0.86,0.0,low_alloy,3.4,-20.0,0.3089,low,atmospheric
92.47,0.361,0.48,1.44,3.05,1.46,0.74,0.0,low_alloy,5.5,-13.5,0.1047,low,acidic
97.36,0.499,0.62,0.85,0.48,0.18,0.0,0.0,carbon,0.5,-20.0,0.3749,low,industrial
66.68,0.032,0.71,1.46,23.9,4.86,2.16,0.208,duplex,34.3,46.5,0.0054,very_good,acidic
98.34,0.188,0.85,0.5,0.02,0.09,0.0,0.0,carbon,0.0,-20.0,0.1392,low,acidic
90.49,0.382,0.46,1.5,4.6,2.32,0.25,0.0,low_alloy,5.4,-20.0,0.169,low,seawater
65.39,0.04,0.79,1.54,23.63,5.65,2.7,0.256,duplex,36.6,68.0,0.0326,very_good,acidic
61.64,0.032,0.82,1.5,25.58,6.44,3.76,0.243,duplex,41.9,71.7,0.002,excellent,industrial
65.94,0.022,0.5,0.6,23.13,6.87,2.84,0.1,duplex,34.1,58.7,0.0174,very_good,industrial
63.68,0.021,0.56,1.32,26.32,4.49,3.34,0.259,duplex,41.5,77.1,0.0036,excellent,industrial
94.54,0.191,0.75,1.27,1.48,1.58,0.19,0.0,low_alloy,2.1,-20.0,0.1118,low,acidic
97.07,0.221,0.94,1.12,0.28,0.38,0.0,0.0,carbon,0.3,-20.0,0.1224,low,industrial
66.65,0.057,0.89,1.82,18.29,11.49,0.63,0.168,stainless,23.0,24.3,0.0021,good,seawater
69.48,0.076,0.42,0.9,18.95,8.14,1.88,0.158,stainless,27.7,37.2,0.0121,good,seawater
60.45,0.049,0.85,1.9,25.95,7.29,3.38,0.124,duplex,39.1,59.8,0.0084,very_good,atmospheric
90.43,0.115,0.65,1.88,3.69,2.44,0.79,0.0,low_alloy,6.3,-18.9,0.1289,low,seawater
96.09,0.192,0.78,1.12,0.54,1.11,0.16,0.0,low_alloy,1.1,-20.0,0.1283,low,acidic
98.1,0.181,0.66,0.88,0.06,0.11,0.0,0.0,carbon,0.1,-20.0,0.184,low,industrial
95.04,0.368,0.82,1.23,1.12,1.05,0.38,0.0,low_alloy,2.4,-16.5,0.2818,low,acidic
97.78,0.225,0.54,0.72,0.49,0.24,0.0,0.0,carbon,0.5,-20.0,0.4654,low,acidic
65.68,0.023,0.59,0.8,23.07,5.75,3.96,0.126,duplex,38.2,61.2,0.0115,very_good,atmospheric
71.38,0.093,0.84,1.24,15.75,8.99,1.61,0.077,stainless,22.3,33.5,0.0243,good,seawater
73.98,0.035,0.89,1.35,15.05,7.47,1.18,0.041,stainless,19.6,26.4,0.0024,moderate,seawater
70.02,0.083,0.91,1.84,13.09,12.56,1.38,0.121,stainless,19.6,18.9,0.0233,moderate,seawater
92.88,0.325,0.57,1.84,1.55,2.49,0.34,0.0,low_alloy,2.7,-20.0,0.5825,low,industrial
61.51,0.047,0.3,1.95,25.12,7.5,3.31,0.262,duplex,40.2,68.7,0.003,excellent,acidic
62.9,0.036,0.87,1.42,24.98,6.87,2.68,0.251,duplex,37.8,72.1,0.0208,very_good,industrial
69.77,0.021,0.64,1.53,20.86,4.02,2.98,0.187,duplex,33.7,46.7,0.0056,very_good,industrial
67.71,0.032,0.46,1.42,20.06,7.32,2.77,0.225,duplex,32.8,44.8,0.0108,very_good,industrial
92.63,0.244,0.42,0.57,3.74,1.65,0.75,0.0,low_alloy,6.2,-13.5,0.1115,low,seawater
67.44,0.073,0.57,0.9,16.3,12.06,2.52,0.139,stainless,26.8,28.9,0.0108,good,seawater
96.89,0.307,0.44,1.87,0.02,0.47,0.0,0.0,carbon,0.0,-20.0,0.4354,low,atmospheric
62.45,0.022,0.71,0.84,26.63,6.64,2.5,0.207,duplex,38.2,64.2,0.0015,very_good,atmospheric
67.9,0.025,0.54,1.35,21.11,4.99,3.87,0.215,duplex,37.3,61.1,0.0011,very_good,atmospheric
65.78,0.089,0.95,1.78,15.61,13.53,2.19,0.067,stainless,23.9,30.1,0.0122,good,seawater
95.31,0.142,0.27,1.93,0.86,1.27,0.22,0.0,low_alloy,1.6,-20.0,0.3644,low,atmospheric
93.66,0.323,0.74,0.86,3.25,0.53,0.63,0.0,low_alloy,5.3,-20.0,0.2845,low,atmospheric
65.05,0.042,0.79,0.79,22.42,6.77,3.87,0.274,duplex,39.6,61.2,0.0142,very_good,industrial
97.37,0.409,0.72,0.91,0.43,0.16,0.0,0.0,carbon,0.4,-20.0,0.2139,low,industrial
90.2,0.328,0.99,1.62,3.22,2.91,0.74,0.0,low_alloy,5.7,-20.0,0.2418,low,industrial
96.34,0.394,0.78,1.81,0.34,0.33,0.0,0.0,carbon,0.3,-20.0,0.2849,low,industrial
96.89,0.495,0.49,1.58,0.39,0.16,0.0,0.0,carbon,0.4,-20.0,0.1023,low,acidic
65.34,0.065,0.93,1.33,18.83,12.33,1.0,0.173,stainless,24.9,34.5,0.0048,good,acidic
65.12,0.021,0.7,1.66,23.5,5.52,3.37,0.108,duplex,36.4,58.0,0.0011,very_good,atmospheric
97.62,0.152,0.64,1.01,0.35,0.23,0.0,0.0,carbon,0.3,-20.0,0.5,low,industrial
89.94,0.395,0.26,1.87,4.33,2.61,0.6,0.0,low_alloy,6.3,-14.5,0.1251,low,acidic
96.76,0.443,0.5,1.98,0.24,0.08,0.0,0.0,carbon,0.2,-20.0,0.1024,low,atmospheric
75.84,0.032,0.37,0.6,16.14,6.04,0.81,0.173,stainless,21.6,17.0,0.0039,good,acidic
73.87,0.096,0.47,1.4,16.69,6.0,1.42,0.053,stainless,22.2,24.7,0.0156,good,acidic
97.49,0.231,0.34,1.37,0.11,0.46,0.0,0.0,carbon,0.1,-20.0,0.136,low,seawater
66.92,0.032,0.69,1.04,20.29,7.3,3.56,0.156,duplex,34.5,60.1,0.0019,very_good,acidic
67.1,0.025,0.47,1.76,21.22,6.93,2.37,0.124,duplex,31.0,52.8,0.0029,very_good,acidic
92.9,0.186,0.81,1.46,2.1,2.14,0.41,0.0,low_alloy,3.4,-20.0,0.3432,low,acidic
60.86,0.046,0.23,1.26,26.53,6.87,3.98,0.219,duplex,43.2,68.2,0.0036,excellent,atmospheric
97.95,0.296,0.52,0.93,0.15,0.15,0.0,0.0,carbon,0.1,-20.0,0.2006,low,seawater
63.7,0.046,0.73,1.11,25.26,5.59,3.44,0.131,duplex,38.7,63.6,0.0117,very_good,atmospheric
